paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	review_status	analyst	notes
UPD1-0619	10.1182/bld.upd1-0618	Anderson	Leukemia	2007	Fig.2A	0.9009	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #13
UPD1-0620	10.1182/bld.upd1-0619	Carrasco	Blood	1999	Fig.6A	0.7924	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #13
UPD1-0621	10.1182/bld.upd1-0620	Anderson	Leukemia	2004	Fig.3A	0.8987	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #13
UPD1-0622	10.1182/bld.upd1-0621	Glimcher	Science	2009	Fig.3A	0.6163	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #13
UPD1-0623	10.1182/bld.upd1-0622	Hahn	Science	1995	Fig.4B	0.8307	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #13
UPD1-0624	10.1182/bld.upd1-0623	Carrasco	Leukemia	2013	Fig.2A	0.7986	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #13
UPD1-0625	10.1182/bld.upd1-0624	Glimcher	Cancer Cell	2017	Fig.3C	0.9097	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #13
UPD1-0626	10.1182/bld.upd1-0625	Ghobrial	Science	2017	Fig.5C	0.6529	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0627	10.1182/bld.upd1-0626	Ghobrial	Cancer Cell	2005	Fig.6B	0.8806	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #13
UPD1-0628	10.1182/bld.upd1-0627	Anderson	Leukemia	1995	Fig.6A	0.5486	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0629	10.1182/bld.upd1-0628	Anderson	Nature Medicine	2012	Fig.3C	0.6583	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #13
UPD1-0630	10.1182/bld.upd1-0629	Hahn	Science	2002	Fig.5B	0.7934	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #13
UPD1-0631	10.1182/bld.upd1-0630	Carrasco	Leukemia	2009	Fig.1C	0.857	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #13
UPD1-0632	10.1182/bld.upd1-0631	Hahn	Science	2023	Fig.1B	0.5641	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #13
UPD1-0633	10.1182/bld.upd1-0632	Glimcher	Science	2001	Fig.6C	0.9097	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0634	10.1182/bld.upd1-0633	Glimcher	Nature Medicine	2001	Fig.5B	0.4637	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #13
UPD1-0635	10.1182/bld.upd1-0634	Glimcher	Science	2013	Fig.8B	0.9412	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #13
UPD1-0636	10.1182/bld.upd1-0635	Anderson	Blood	1995	Fig.3B	0.5534	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #13
UPD1-0637	10.1182/bld.upd1-0636	Carrasco	Science	2016	Fig.8C	0.6468	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #13
UPD1-0638	10.1182/bld.upd1-0637	Hahn	Leukemia	2002	Fig.6B	0.9115	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0639	10.1182/bld.upd1-0638	Hahn	Nature Medicine	2004	Fig.5A	0.6675	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #13
UPD1-0640	10.1182/bld.upd1-0639	Ghobrial	Nature Medicine	2013	Fig.8C	0.9755	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0641	10.1182/bld.upd1-0640	Carrasco	Science	2023	Fig.7C	0.7422	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #13
UPD1-0642	10.1182/bld.upd1-0641	Anderson	Cancer Cell	1998	Fig.7C	0.7617	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0643	10.1182/bld.upd1-0642	Anderson	Blood	1995	Fig.8C	0.8395	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0644	10.1182/bld.upd1-0643	Hahn	Nature Medicine	2016	Fig.6A	0.5448	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0645	10.1182/bld.upd1-0644	Glimcher	Nature Medicine	2007	Fig.6B	0.5248	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #13
UPD1-0646	10.1182/bld.upd1-0645	Anderson	Science	2009	Fig.5B	0.8636	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #13
UPD1-0647	10.1182/bld.upd1-0646	Hahn	Science	2015	Fig.8B	0.5124	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0648	10.1182/bld.upd1-0647	Hahn	Science	1999	Fig.8A	0.8611	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #13
UPD1-0649	10.1182/bld.upd1-0648	Glimcher	Nature Medicine	2007	Fig.4B	0.7957	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #13
UPD1-0650	10.1182/bld.upd1-0649	Anderson	Blood	2023	Fig.4B	0.8342	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0651	10.1182/bld.upd1-0650	Carrasco	Blood	2015	Fig.1C	0.7134	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #14
UPD1-0652	10.1182/bld.upd1-0651	Anderson	Leukemia	2012	Fig.2B	0.8969	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #14
UPD1-0653	10.1182/bld.upd1-0652	Hahn	Science	2005	Fig.3B	0.9587	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #14
UPD1-0654	10.1182/bld.upd1-0653	Glimcher	Nature Medicine	2020	Fig.2C	0.7209	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0655	10.1182/bld.upd1-0654	Carrasco	Blood	2005	Fig.7B	0.8776	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #14
UPD1-0656	10.1182/bld.upd1-0655	Hahn	Nature Medicine	2001	Fig.4C	0.8874	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #14
UPD1-0657	10.1182/bld.upd1-0656	Hahn	Leukemia	2015	Fig.4B	0.8327	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0658	10.1182/bld.upd1-0657	Glimcher	Science	2005	Fig.5A	0.7728	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #14
UPD1-0659	10.1182/bld.upd1-0658	Glimcher	Cancer Cell	2020	Fig.1B	0.9289	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #14
UPD1-0660	10.1182/bld.upd1-0659	Hahn	Leukemia	1996	Fig.2C	0.6701	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #14
UPD1-0661	10.1182/bld.upd1-0660	Anderson	Cancer Cell	2022	Fig.2B	0.5656	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #14
UPD1-0662	10.1182/bld.upd1-0661	Carrasco	Nature Medicine	2004	Fig.7A	0.7678	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #14
UPD1-0663	10.1182/bld.upd1-0662	Ghobrial	Science	1998	Fig.3A	0.923	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #14
UPD1-0664	10.1182/bld.upd1-0663	Glimcher	Science	1995	Fig.1A	0.7856	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #14
UPD1-0665	10.1182/bld.upd1-0664	Ghobrial	Blood	2008	Fig.8C	0.8226	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0666	10.1182/bld.upd1-0665	Ghobrial	Nature Medicine	2008	Fig.1C	0.5719	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #14
UPD1-0667	10.1182/bld.upd1-0666	Glimcher	Nature Medicine	2015	Fig.8C	0.7778	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #14
UPD1-0668	10.1182/bld.upd1-0667	Glimcher	Nature Medicine	2022	Fig.5C	0.7074	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #14
UPD1-0669	10.1182/bld.upd1-0668	Glimcher	Nature Medicine	2020	Fig.2A	0.7563	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #14
UPD1-0670	10.1182/bld.upd1-0669	Hahn	Blood	2018	Fig.4A	0.4602	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #14
UPD1-0671	10.1182/bld.upd1-0670	Glimcher	Nature Medicine	1998	Fig.1B	0.7738	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #14
UPD1-0672	10.1182/bld.upd1-0671	Ghobrial	Nature Medicine	1995	Fig.7A	0.9227	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #14
UPD1-0673	10.1182/bld.upd1-0672	Hahn	Nature Medicine	1998	Fig.4B	0.651	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #14
UPD1-0674	10.1182/bld.upd1-0673	Carrasco	Nature Medicine	1995	Fig.1C	0.789	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #14
UPD1-0675	10.1182/bld.upd1-0674	Glimcher	Cancer Cell	2019	Fig.3B	0.803	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #14
UPD1-0676	10.1182/bld.upd1-0675	Carrasco	Blood	2022	Fig.2B	0.7529	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #14
UPD1-0677	10.1182/bld.upd1-0676	Hahn	Cancer Cell	2002	Fig.1A	0.8479	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #14
UPD1-0678	10.1182/bld.upd1-0677	Glimcher	Cancer Cell	2010	Fig.5B	0.7703	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #14
UPD1-0679	10.1182/bld.upd1-0678	Glimcher	Leukemia	1996	Fig.7B	0.4979	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0680	10.1182/bld.upd1-0679	Carrasco	Cancer Cell	2016	Fig.1B	0.8096	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #14
UPD1-0681	10.1182/bld.upd1-0680	Carrasco	Nature Medicine	2011	Fig.5C	0.6814	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #14
UPD1-0682	10.1182/bld.upd1-0681	Hahn	Blood	2016	Fig.8A	0.7234	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #14
UPD1-0683	10.1182/bld.upd1-0682	Anderson	Leukemia	2005	Fig.8A	0.4521	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #14
UPD1-0684	10.1182/bld.upd1-0683	Carrasco	Blood	2016	Fig.3B	0.6053	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0685	10.1182/bld.upd1-0684	Carrasco	Nature Medicine	2022	Fig.8A	0.7462	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #14
UPD1-0686	10.1182/bld.upd1-0685	Hahn	Leukemia	1995	Fig.8C	0.5872	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #14
UPD1-0687	10.1182/bld.upd1-0686	Hahn	Science	2009	Fig.7C	0.7647	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #14
UPD1-0688	10.1182/bld.upd1-0687	Glimcher	Cancer Cell	1995	Fig.4B	0.6932	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0689	10.1182/bld.upd1-0688	Hahn	Leukemia	2005	Fig.5B	0.8596	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #14
UPD1-0690	10.1182/bld.upd1-0689	Ghobrial	Science	2023	Fig.2C	0.8774	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #14
UPD1-0691	10.1182/bld.upd1-0690	Glimcher	Nature Medicine	2009	Fig.1A	0.7236	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #14
UPD1-0692	10.1182/bld.upd1-0691	Anderson	Cancer Cell	2022	Fig.7C	0.7947	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #14
UPD1-0693	10.1182/bld.upd1-0692	Hahn	Nature Medicine	2006	Fig.7A	0.5228	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #14
UPD1-0694	10.1182/bld.upd1-0693	Ghobrial	Blood	2020	Fig.2B	0.9628	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #14
UPD1-0695	10.1182/bld.upd1-0694	Glimcher	Nature Medicine	2018	Fig.5A	0.9664	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #14
UPD1-0696	10.1182/bld.upd1-0695	Carrasco	Science	2016	Fig.5C	0.6181	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #14
UPD1-0697	10.1182/bld.upd1-0696	Carrasco	Blood	2018	Fig.2C	0.5538	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #14
UPD1-0698	10.1182/bld.upd1-0697	Glimcher	Cancer Cell	2013	Fig.2B	0.7159	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #14
UPD1-0699	10.1182/bld.upd1-0698	Ghobrial	Blood	2009	Fig.1B	0.7832	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #14
UPD1-0700	10.1182/bld.upd1-0699	Ghobrial	Cancer Cell	2004	Fig.4C	0.8703	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #14
UPD1-0701	10.1182/bld.upd1-0700	Ghobrial	Nature Medicine	2001	Fig.1A	0.7583	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0702	10.1182/bld.upd1-0701	Carrasco	Leukemia	1995	Fig.4B	0.8719	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0703	10.1182/bld.upd1-0702	Anderson	Science	2007	Fig.2C	0.4634	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #15
UPD1-0704	10.1182/bld.upd1-0703	Glimcher	Blood	2008	Fig.2A	0.6025	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #15
UPD1-0705	10.1182/bld.upd1-0704	Ghobrial	Science	2007	Fig.6A	0.8087	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0706	10.1182/bld.upd1-0705	Ghobrial	Nature Medicine	2008	Fig.5B	0.6395	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #15
UPD1-0707	10.1182/bld.upd1-0706	Glimcher	Science	2017	Fig.2C	0.6472	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #15
UPD1-0708	10.1182/bld.upd1-0707	Glimcher	Cancer Cell	2014	Fig.7B	0.5143	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0709	10.1182/bld.upd1-0708	Anderson	Blood	1998	Fig.5B	0.7768	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0710	10.1182/bld.upd1-0709	Carrasco	Nature Medicine	2020	Fig.8C	0.8179	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0711	10.1182/bld.upd1-0710	Ghobrial	Leukemia	2002	Fig.5A	0.5137	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0712	10.1182/bld.upd1-0711	Anderson	Blood	2019	Fig.6C	0.4808	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #15
UPD1-0713	10.1182/bld.upd1-0712	Ghobrial	Cancer Cell	2015	Fig.2B	0.6627	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0714	10.1182/bld.upd1-0713	Glimcher	Nature Medicine	2005	Fig.2C	0.8155	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0715	10.1182/bld.upd1-0714	Hahn	Nature Medicine	2016	Fig.8B	0.4907	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #15
UPD1-0716	10.1182/bld.upd1-0715	Glimcher	Cancer Cell	1997	Fig.2B	0.5562	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #15
UPD1-0717	10.1182/bld.upd1-0716	Ghobrial	Nature Medicine	2000	Fig.6B	0.9867	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #15
UPD1-0718	10.1182/bld.upd1-0717	Anderson	Science	1996	Fig.4C	0.7349	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #15
UPD1-0719	10.1182/bld.upd1-0718	Glimcher	Nature Medicine	1996	Fig.4B	0.6244	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #15
UPD1-0720	10.1182/bld.upd1-0719	Hahn	Cancer Cell	2001	Fig.2C	0.6791	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0721	10.1182/bld.upd1-0720	Ghobrial	Cancer Cell	2002	Fig.4B	0.6084	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0722	10.1182/bld.upd1-0721	Anderson	Cancer Cell	2014	Fig.6A	0.8269	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #15
UPD1-0723	10.1182/bld.upd1-0722	Hahn	Leukemia	2012	Fig.3C	0.636	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #15
UPD1-0724	10.1182/bld.upd1-0723	Ghobrial	Nature Medicine	1998	Fig.6B	0.6106	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #15
UPD1-0725	10.1182/bld.upd1-0724	Glimcher	Leukemia	2012	Fig.3A	0.901	SIMILAR	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #15
UPD1-0726	10.1182/bld.upd1-0725	Ghobrial	Cancer Cell	2023	Fig.7C	0.9577	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0727	10.1182/bld.upd1-0726	Glimcher	Blood	1997	Fig.6C	0.4606	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #15
UPD1-0728	10.1182/bld.upd1-0727	Hahn	Nature Medicine	2008	Fig.6A	0.514	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #15
UPD1-0729	10.1182/bld.upd1-0728	Glimcher	Cancer Cell	1997	Fig.4B	0.7253	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #15
UPD1-0730	10.1182/bld.upd1-0729	Glimcher	Cancer Cell	2016	Fig.8A	0.4897	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #15
UPD1-0731	10.1182/bld.upd1-0730	Carrasco	Leukemia	2020	Fig.1A	0.7466	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0732	10.1182/bld.upd1-0731	Anderson	Nature Medicine	2018	Fig.7C	0.8961	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #15
UPD1-0733	10.1182/bld.upd1-0732	Ghobrial	Nature Medicine	2007	Fig.4B	0.5864	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #15
UPD1-0734	10.1182/bld.upd1-0733	Glimcher	Science	1998	Fig.8A	0.8683	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0735	10.1182/bld.upd1-0734	Carrasco	Blood	1999	Fig.3A	0.5218	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #15
UPD1-0736	10.1182/bld.upd1-0735	Anderson	Leukemia	2022	Fig.3B	0.8391	SIMILAR	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #15
UPD1-0737	10.1182/bld.upd1-0736	Glimcher	Nature Medicine	2012	Fig.6C	0.9925	DUPLICATE	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #15
UPD1-0738	10.1182/bld.upd1-0737	Hahn	Blood	2015	Fig.1B	0.8644	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0739	10.1182/bld.upd1-0738	Ghobrial	Blood	2018	Fig.5A	0.9978	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #15
UPD1-0740	10.1182/bld.upd1-0739	Ghobrial	Cancer Cell	2014	Fig.8B	0.4631	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0741	10.1182/bld.upd1-0740	Ghobrial	Leukemia	1995	Fig.5B	0.5673	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #15
UPD1-0742	10.1182/bld.upd1-0741	Anderson	Blood	2012	Fig.8C	0.8932	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #15
UPD1-0743	10.1182/bld.upd1-0742	Carrasco	Cancer Cell	2007	Fig.5B	0.6008	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0744	10.1182/bld.upd1-0743	Hahn	Blood	1997	Fig.8B	0.9971	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #15
UPD1-0745	10.1182/bld.upd1-0744	Anderson	Science	2002	Fig.2A	0.8995	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #15
UPD1-0746	10.1182/bld.upd1-0745	Carrasco	Nature Medicine	2013	Fig.4B	0.8574	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #15
UPD1-0747	10.1182/bld.upd1-0746	Ghobrial	Nature Medicine	2018	Fig.6C	0.9723	DUPLICATE	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0748	10.1182/bld.upd1-0747	Ghobrial	Leukemia	1999	Fig.5B	0.9864	DUPLICATE	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #15
UPD1-0749	10.1182/bld.upd1-0748	Ghobrial	Blood	2003	Fig.7B	0.6191	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #15
UPD1-0750	10.1182/bld.upd1-0749	Carrasco	Science	1995	Fig.3C	0.8302	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #15
UPD1-0751	10.1182/bld.upd1-0750	Ghobrial	Cancer Cell	2007	Fig.6A	0.8143	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0752	10.1182/bld.upd1-0751	Hahn	Leukemia	1996	Fig.7C	0.8902	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #16
UPD1-0753	10.1182/bld.upd1-0752	Carrasco	Blood	2019	Fig.5C	0.947	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0754	10.1182/bld.upd1-0753	Carrasco	Nature Medicine	2016	Fig.3A	0.6655	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0755	10.1182/bld.upd1-0754	Anderson	Cancer Cell	2014	Fig.4C	0.4584	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0756	10.1182/bld.upd1-0755	Carrasco	Cancer Cell	2017	Fig.3A	0.7606	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0757	10.1182/bld.upd1-0756	Carrasco	Blood	2022	Fig.8B	0.9692	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #16
UPD1-0758	10.1182/bld.upd1-0757	Glimcher	Science	2003	Fig.8C	0.5903	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #16
UPD1-0759	10.1182/bld.upd1-0758	Anderson	Blood	2005	Fig.7B	0.6524	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0760	10.1182/bld.upd1-0759	Anderson	Science	2008	Fig.2A	0.5382	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0761	10.1182/bld.upd1-0760	Hahn	Science	2007	Fig.5C	0.7619	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0762	10.1182/bld.upd1-0761	Glimcher	Cancer Cell	2019	Fig.3A	0.9543	DUPLICATE	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
UPD1-0763	10.1182/bld.upd1-0762	Carrasco	Nature Medicine	2020	Fig.6B	0.602	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
UPD1-0764	10.1182/bld.upd1-0763	Hahn	Nature Medicine	2021	Fig.1A	0.5278	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #16
UPD1-0765	10.1182/bld.upd1-0764	Glimcher	Blood	2017	Fig.4A	0.9503	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #16
UPD1-0766	10.1182/bld.upd1-0765	Ghobrial	Leukemia	2023	Fig.7C	0.6095	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #16
UPD1-0767	10.1182/bld.upd1-0766	Ghobrial	Blood	2013	Fig.7B	0.809	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0768	10.1182/bld.upd1-0767	Hahn	Science	2019	Fig.3C	0.7174	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
UPD1-0769	10.1182/bld.upd1-0768	Carrasco	Nature Medicine	2008	Fig.6A	0.5386	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0770	10.1182/bld.upd1-0769	Glimcher	Nature Medicine	2012	Fig.8B	0.5013	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0771	10.1182/bld.upd1-0770	Glimcher	Nature Medicine	2000	Fig.6B	0.844	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #16
UPD1-0772	10.1182/bld.upd1-0771	Glimcher	Blood	2023	Fig.3C	0.4993	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
