paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	researcher_confirmed_identity	review_status	notes
UPD2-0550	10.1038/nm.3867	Anderson	Cancer Cell	2022	Fig.3A	0.7686	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0551	10.1182/bld.anderson-0550	Anderson	Blood	2014	Fig.3B	0.6105	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0552	10.1182/bld.anderson-0551	Anderson	Blood	2015	Fig.2C	0.9518	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0553	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2008	Fig.1B	0.494	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0554	10.1182/bld.anderson-0553	Anderson	Blood	2010	Fig.1C	0.8952	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0555	10.1182/bld.anderson-0554	Anderson	Blood	2022	Fig.1A	0.5823	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0556	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2007	Fig.5C	0.5521	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0557	10.1182/bld.anderson-0556	Anderson	Blood	2015	Fig.1C	0.6742	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0558	10.1182/bld.anderson-0557	Anderson	Blood	2003	Fig.1C	0.8712	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0559	10.1038/nm.3867	Anderson	Cancer Cell	2006	Fig.2A	0.996	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0560	10.1182/bld.anderson-0559	Anderson	Blood	2004	Fig.1C	0.7585	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0561	10.1182/bld.anderson-0560	Anderson	Blood	2014	Fig.1C	0.8542	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0562	10.1038/nm.3867	Anderson	Cancer Cell	2012	Fig.5C	0.9518	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0563	10.1182/bld.anderson-0562	Anderson	Blood	2004	Fig.1A	0.8213	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0564	10.1182/bld.anderson-0563	Anderson	Blood	2017	Fig.5B	0.8374	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0565	10.1038/nm.3867	Anderson	Cancer Cell	2014	Fig.5C	0.8605	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0566	10.1182/bld.anderson-0565	Anderson	Blood	2016	Fig.1C	0.9917	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0567	10.1182/bld.anderson-0566	Anderson	Blood	2018	Fig.5B	0.9367	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0568	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2019	Fig.1C	0.704	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0569	10.1182/bld.anderson-0568	Anderson	Blood	2022	Fig.1B	0.675	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0570	10.1182/bld.anderson-0569	Anderson	Blood	2005	Fig.3B	0.7542	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0571	10.1038/nm.3867	Anderson	Cancer Cell	2002	Fig.6B	0.8155	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0572	10.1182/bld.anderson-0571	Anderson	Blood	2014	Fig.4C	0.6515	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0573	10.1182/bld.anderson-0572	Anderson	Blood	2012	Fig.2A	0.937	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0574	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2004	Fig.2C	0.9609	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0575	10.1182/bld.anderson-0574	Anderson	Blood	2012	Fig.5A	0.9159	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0576	10.1182/bld.anderson-0575	Anderson	Blood	2019	Fig.3B	0.5153	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0577	10.1038/nm.3867	Anderson	Cancer Cell	2018	Fig.3B	0.8255	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0578	10.1182/bld.anderson-0577	Anderson	Blood	2019	Fig.6C	0.7611	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0579	10.1182/bld.anderson-0578	Anderson	Blood	2002	Fig.1C	0.4811	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0580	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2020	Fig.2B	0.8135	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0581	10.1182/bld.anderson-0580	Anderson	Blood	2013	Fig.4B	0.974	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0582	10.1182/bld.anderson-0581	Anderson	Blood	2013	Fig.6B	0.8137	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0583	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2016	Fig.3A	0.6765	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0584	10.1182/bld.anderson-0583	Anderson	Blood	2005	Fig.2A	0.5599	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0585	10.1182/bld.anderson-0584	Anderson	Blood	2020	Fig.2A	0.8345	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0586	10.1038/nm.3867	Anderson	Cancer Cell	2019	Fig.1B	0.6333	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0587	10.1182/bld.anderson-0586	Anderson	Blood	2008	Fig.4A	0.6753	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0588	10.1182/bld.anderson-0587	Anderson	Blood	2005	Fig.5A	0.533	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0589	10.1038/nm.3867	Anderson	Cancer Cell	2014	Fig.1C	0.8441	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0590	10.1182/bld.anderson-0589	Anderson	Blood	2016	Fig.5B	0.9867	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0591	10.1182/bld.anderson-0590	Anderson	Blood	2015	Fig.3A	0.6781	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0592	10.1038/nm.3867	Anderson	Cancer Cell	2009	Fig.2C	0.4522	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0593	10.1182/bld.anderson-0592	Anderson	Blood	2008	Fig.1C	0.7796	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0594	10.1182/bld.anderson-0593	Anderson	Blood	2012	Fig.1C	0.5024	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0595	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2008	Fig.6A	0.7811	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0596	10.1182/bld.anderson-0595	Anderson	Blood	2002	Fig.6B	0.4684	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0597	10.1182/bld.anderson-0596	Anderson	Blood	2019	Fig.3C	0.4712	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0598	10.1038/nm.3867	Anderson	Cancer Cell	2020	Fig.2B	0.8089	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0599	10.1182/bld.anderson-0598	Anderson	Blood	2004	Fig.3A	0.4936	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
UPD2-0600	10.1182/bld.anderson-0599	Anderson	Blood	2001	Fig.2B	0.5857	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #20
