# contamination_rate: 23.0%
# original_record_count: 51203
# clean_record_count: 39426
# duplicate_count: 11777
# date_range: 2025-01-15 to 2025-02-28
duplicate_id,original_transaction_id,detected_date,affected_date_range
DUP004745,TXN023926,2025-01-16,2025-01-13 to 2025-01-16
DUP004747,TXN015228,2025-01-16,2025-01-13 to 2025-01-16
DUP004796,TXN037167,2025-01-16,2025-01-12 to 2025-01-16
DUP004826,TXN010020,2025-01-16,2025-01-13 to 2025-01-16
DUP004839,TXN027894,2025-01-16,2025-01-09 to 2025-01-16
DUP004889,TXN005716,2025-01-16,2025-01-12 to 2025-01-16
DUP004919,TXN004321,2025-01-16,2025-01-10 to 2025-01-16
DUP005015,TXN018132,2025-01-16,2025-01-15 to 2025-01-16
DUP005073,TXN029660,2025-01-16,2025-01-12 to 2025-01-16
DUP005142,TXN019424,2025-01-16,2025-01-15 to 2025-01-16
DUP005252,TXN031465,2025-01-16,2025-01-11 to 2025-01-16
DUP005259,TXN026140,2025-01-16,2025-01-12 to 2025-01-16
DUP005273,TXN008746,2025-01-16,2025-01-14 to 2025-01-16
DUP005316,TXN004331,2025-01-16,2025-01-14 to 2025-01-16
DUP005319,TXN026485,2025-01-16,2025-01-09 to 2025-01-16
DUP005339,TXN004766,2025-01-16,2025-01-14 to 2025-01-16
DUP005375,TXN007350,2025-01-16,2025-01-14 to 2025-01-16
DUP005390,TXN006661,2025-01-16,2025-01-10 to 2025-01-16
DUP005411,TXN007702,2025-01-16,2025-01-09 to 2025-01-16
DUP005456,TXN025591,2025-01-16,2025-01-13 to 2025-01-16
DUP005579,TXN035554,2025-01-16,2025-01-10 to 2025-01-16
DUP005584,TXN035429,2025-01-16,2025-01-12 to 2025-01-16
DUP005612,TXN010682,2025-01-16,2025-01-12 to 2025-01-16
DUP005624,TXN008391,2025-01-16,2025-01-13 to 2025-01-16
DUP005887,TXN029006,2025-01-16,2025-01-10 to 2025-01-16
DUP005952,TXN002380,2025-01-16,2025-01-13 to 2025-01-16
DUP005998,TXN019957,2025-01-16,2025-01-11 to 2025-01-16
DUP006044,TXN033811,2025-01-16,2025-01-12 to 2025-01-16
DUP006094,TXN029572,2025-01-16,2025-01-11 to 2025-01-16
DUP006131,TXN024384,2025-01-16,2025-01-12 to 2025-01-16
DUP006282,TXN035914,2025-01-16,2025-01-13 to 2025-01-16
DUP006383,TXN028594,2025-01-16,2025-01-13 to 2025-01-16
DUP006397,TXN006644,2025-01-16,2025-01-09 to 2025-01-16
DUP006415,TXN009547,2025-01-16,2025-01-10 to 2025-01-16
DUP006427,TXN019843,2025-01-16,2025-01-12 to 2025-01-16
DUP006430,TXN016021,2025-01-16,2025-01-12 to 2025-01-16
DUP006469,TXN012167,2025-01-16,2025-01-09 to 2025-01-16
DUP006545,TXN031101,2025-01-16,2025-01-15 to 2025-01-16
DUP006601,TXN029959,2025-01-16,2025-01-14 to 2025-01-16
DUP006674,TXN033505,2025-01-16,2025-01-13 to 2025-01-16
DUP006676,TXN006012,2025-01-16,2025-01-10 to 2025-01-16
DUP006744,TXN004081,2025-01-16,2025-01-10 to 2025-01-16
DUP006764,TXN034431,2025-01-16,2025-01-15 to 2025-01-16
DUP006778,TXN025587,2025-01-16,2025-01-11 to 2025-01-16
DUP006789,TXN007451,2025-01-16,2025-01-14 to 2025-01-16
DUP006819,TXN036627,2025-01-16,2025-01-10 to 2025-01-16
DUP006845,TXN013059,2025-01-16,2025-01-13 to 2025-01-16
DUP006853,TXN033976,2025-01-16,2025-01-11 to 2025-01-16
DUP006891,TXN009740,2025-01-16,2025-01-10 to 2025-01-16
DUP007023,TXN031142,2025-01-16,2025-01-12 to 2025-01-16
DUP007039,TXN005575,2025-01-16,2025-01-12 to 2025-01-16
DUP007055,TXN009689,2025-01-16,2025-01-10 to 2025-01-16
DUP007132,TXN028097,2025-01-16,2025-01-10 to 2025-01-16
DUP007261,TXN036616,2025-01-16,2025-01-09 to 2025-01-16
DUP007265,TXN023053,2025-01-16,2025-01-11 to 2025-01-16
DUP007271,TXN003983,2025-01-16,2025-01-09 to 2025-01-16
DUP007361,TXN038705,2025-01-16,2025-01-11 to 2025-01-16
DUP007365,TXN008697,2025-01-16,2025-01-13 to 2025-01-16
DUP007431,TXN029542,2025-01-16,2025-01-12 to 2025-01-16
DUP007444,TXN030300,2025-01-16,2025-01-13 to 2025-01-16
DUP007497,TXN039347,2025-01-16,2025-01-10 to 2025-01-16
DUP007509,TXN033952,2025-01-16,2025-01-10 to 2025-01-16
DUP007607,TXN005994,2025-01-16,2025-01-13 to 2025-01-16
DUP007693,TXN015047,2025-01-16,2025-01-09 to 2025-01-16
DUP007787,TXN008545,2025-01-16,2025-01-09 to 2025-01-16
DUP007828,TXN014297,2025-01-16,2025-01-15 to 2025-01-16
DUP007917,TXN038110,2025-01-16,2025-01-14 to 2025-01-16
DUP007920,TXN009035,2025-01-16,2025-01-09 to 2025-01-16
DUP007924,TXN022376,2025-01-16,2025-01-14 to 2025-01-16
DUP007950,TXN018481,2025-01-16,2025-01-15 to 2025-01-16
DUP007980,TXN015458,2025-01-16,2025-01-12 to 2025-01-16
DUP007990,TXN030462,2025-01-16,2025-01-09 to 2025-01-16
DUP008051,TXN013024,2025-01-16,2025-01-11 to 2025-01-16
DUP008186,TXN034214,2025-01-16,2025-01-10 to 2025-01-16
DUP008449,TXN009241,2025-01-16,2025-01-09 to 2025-01-16
DUP008519,TXN004094,2025-01-16,2025-01-14 to 2025-01-16
DUP008543,TXN008350,2025-01-16,2025-01-15 to 2025-01-16
DUP008548,TXN026581,2025-01-16,2025-01-14 to 2025-01-16
DUP008584,TXN018463,2025-01-16,2025-01-12 to 2025-01-16
DUP008609,TXN025675,2025-01-16,2025-01-12 to 2025-01-16
DUP008617,TXN029577,2025-01-16,2025-01-09 to 2025-01-16
DUP008698,TXN020079,2025-01-16,2025-01-13 to 2025-01-16
DUP008718,TXN012682,2025-01-16,2025-01-15 to 2025-01-16
DUP008730,TXN021092,2025-01-16,2025-01-11 to 2025-01-16
DUP008812,TXN003354,2025-01-16,2025-01-13 to 2025-01-16
DUP008818,TXN017393,2025-01-16,2025-01-14 to 2025-01-16
DUP008825,TXN017413,2025-01-16,2025-01-13 to 2025-01-16
DUP008965,TXN023938,2025-01-16,2025-01-11 to 2025-01-16
DUP008970,TXN020135,2025-01-16,2025-01-15 to 2025-01-16
DUP009150,TXN016251,2025-01-16,2025-01-13 to 2025-01-16
DUP009169,TXN013217,2025-01-16,2025-01-15 to 2025-01-16
DUP009210,TXN027454,2025-01-16,2025-01-13 to 2025-01-16
DUP009211,TXN036743,2025-01-16,2025-01-10 to 2025-01-16
DUP009249,TXN003460,2025-01-16,2025-01-12 to 2025-01-16
DUP009281,TXN028194,2025-01-16,2025-01-11 to 2025-01-16
DUP009316,TXN014680,2025-01-16,2025-01-15 to 2025-01-16
DUP009397,TXN021281,2025-01-16,2025-01-13 to 2025-01-16
DUP009401,TXN001890,2025-01-16,2025-01-09 to 2025-01-16
DUP009507,TXN026799,2025-01-16,2025-01-14 to 2025-01-16
DUP009744,TXN013024,2025-01-16,2025-01-14 to 2025-01-16
DUP009802,TXN016106,2025-01-16,2025-01-15 to 2025-01-16
DUP009835,TXN038733,2025-01-16,2025-01-09 to 2025-01-16
DUP009838,TXN033229,2025-01-16,2025-01-14 to 2025-01-16
DUP009861,TXN002445,2025-01-16,2025-01-09 to 2025-01-16
DUP009893,TXN026521,2025-01-16,2025-01-12 to 2025-01-16
DUP009937,TXN006540,2025-01-16,2025-01-14 to 2025-01-16
DUP009962,TXN002561,2025-01-16,2025-01-11 to 2025-01-16
DUP009977,TXN014408,2025-01-16,2025-01-11 to 2025-01-16
DUP010035,TXN005384,2025-01-16,2025-01-11 to 2025-01-16
DUP010037,TXN003492,2025-01-16,2025-01-11 to 2025-01-16
DUP010068,TXN033765,2025-01-16,2025-01-15 to 2025-01-16
DUP010083,TXN003547,2025-01-16,2025-01-15 to 2025-01-16
DUP010110,TXN028327,2025-01-16,2025-01-09 to 2025-01-16
DUP010138,TXN021462,2025-01-16,2025-01-14 to 2025-01-16
DUP010191,TXN016740,2025-01-16,2025-01-12 to 2025-01-16
DUP010240,TXN025732,2025-01-16,2025-01-10 to 2025-01-16
DUP010256,TXN027160,2025-01-16,2025-01-12 to 2025-01-16
DUP010266,TXN000263,2025-01-16,2025-01-10 to 2025-01-16
DUP010343,TXN030895,2025-01-16,2025-01-09 to 2025-01-16
DUP010367,TXN038142,2025-01-16,2025-01-12 to 2025-01-16
DUP010374,TXN035197,2025-01-16,2025-01-15 to 2025-01-16
DUP010431,TXN002138,2025-01-16,2025-01-15 to 2025-01-16
DUP010462,TXN028173,2025-01-16,2025-01-15 to 2025-01-16
DUP010487,TXN038512,2025-01-16,2025-01-14 to 2025-01-16
DUP010495,TXN018480,2025-01-16,2025-01-10 to 2025-01-16
DUP010511,TXN034995,2025-01-16,2025-01-13 to 2025-01-16
DUP010588,TXN010340,2025-01-16,2025-01-14 to 2025-01-16
DUP010611,TXN023237,2025-01-16,2025-01-15 to 2025-01-16
DUP010612,TXN024718,2025-01-16,2025-01-11 to 2025-01-16
DUP010659,TXN034001,2025-01-16,2025-01-10 to 2025-01-16
DUP010708,TXN002513,2025-01-16,2025-01-15 to 2025-01-16
DUP010766,TXN038996,2025-01-16,2025-01-12 to 2025-01-16
DUP010785,TXN013449,2025-01-16,2025-01-14 to 2025-01-16
DUP010924,TXN026205,2025-01-16,2025-01-11 to 2025-01-16
DUP010951,TXN032268,2025-01-16,2025-01-09 to 2025-01-16
DUP010958,TXN019201,2025-01-16,2025-01-14 to 2025-01-16
DUP010962,TXN003739,2025-01-16,2025-01-11 to 2025-01-16
DUP011054,TXN004821,2025-01-16,2025-01-12 to 2025-01-16
DUP011245,TXN038954,2025-01-16,2025-01-14 to 2025-01-16
DUP011267,TXN019486,2025-01-16,2025-01-14 to 2025-01-16
DUP011316,TXN038061,2025-01-16,2025-01-11 to 2025-01-16
DUP011373,TXN006162,2025-01-16,2025-01-12 to 2025-01-16
DUP011434,TXN031871,2025-01-16,2025-01-14 to 2025-01-16
DUP011460,TXN014563,2025-01-16,2025-01-11 to 2025-01-16
DUP011595,TXN007622,2025-01-16,2025-01-15 to 2025-01-16
DUP011640,TXN038672,2025-01-16,2025-01-11 to 2025-01-16
DUP011670,TXN005157,2025-01-16,2025-01-12 to 2025-01-16
DUP011699,TXN004301,2025-01-16,2025-01-12 to 2025-01-16
DUP011703,TXN021716,2025-01-16,2025-01-10 to 2025-01-16
DUP011726,TXN016646,2025-01-16,2025-01-15 to 2025-01-16
DUP011739,TXN031418,2025-01-16,2025-01-13 to 2025-01-16
DUP000020,TXN022358,2025-01-17,2025-01-10 to 2025-01-17
DUP000071,TXN005686,2025-01-17,2025-01-15 to 2025-01-17
DUP000073,TXN031182,2025-01-17,2025-01-16 to 2025-01-17
DUP000086,TXN009231,2025-01-17,2025-01-10 to 2025-01-17
DUP000102,TXN029056,2025-01-17,2025-01-13 to 2025-01-17
DUP000111,TXN015586,2025-01-17,2025-01-14 to 2025-01-17
DUP000129,TXN032710,2025-01-17,2025-01-15 to 2025-01-17
DUP000179,TXN009502,2025-01-17,2025-01-14 to 2025-01-17
DUP000224,TXN031420,2025-01-17,2025-01-16 to 2025-01-17
DUP000260,TXN028599,2025-01-17,2025-01-10 to 2025-01-17
DUP000303,TXN018748,2025-01-17,2025-01-12 to 2025-01-17
DUP000309,TXN036328,2025-01-17,2025-01-13 to 2025-01-17
DUP000344,TXN009913,2025-01-17,2025-01-14 to 2025-01-17
DUP000454,TXN037723,2025-01-17,2025-01-13 to 2025-01-17
DUP000459,TXN019527,2025-01-17,2025-01-11 to 2025-01-17
DUP000496,TXN003534,2025-01-17,2025-01-14 to 2025-01-17
DUP000543,TXN030314,2025-01-17,2025-01-10 to 2025-01-17
DUP000630,TXN029576,2025-01-17,2025-01-12 to 2025-01-17
DUP000643,TXN007427,2025-01-17,2025-01-16 to 2025-01-17
DUP000702,TXN028580,2025-01-17,2025-01-14 to 2025-01-17
DUP000719,TXN014079,2025-01-17,2025-01-13 to 2025-01-17
DUP000747,TXN013730,2025-01-17,2025-01-11 to 2025-01-17
DUP000766,TXN005168,2025-01-17,2025-01-11 to 2025-01-17
DUP000792,TXN023208,2025-01-17,2025-01-10 to 2025-01-17
DUP000861,TXN019230,2025-01-17,2025-01-12 to 2025-01-17
DUP000905,TXN009718,2025-01-17,2025-01-16 to 2025-01-17
DUP000969,TXN030009,2025-01-17,2025-01-10 to 2025-01-17
DUP000984,TXN020078,2025-01-17,2025-01-11 to 2025-01-17
DUP000989,TXN030932,2025-01-17,2025-01-15 to 2025-01-17
DUP001129,TXN037344,2025-01-17,2025-01-14 to 2025-01-17
DUP001131,TXN012038,2025-01-17,2025-01-15 to 2025-01-17
DUP001165,TXN009621,2025-01-17,2025-01-11 to 2025-01-17
DUP001261,TXN001392,2025-01-17,2025-01-12 to 2025-01-17
DUP001287,TXN012138,2025-01-17,2025-01-10 to 2025-01-17
DUP001303,TXN016574,2025-01-17,2025-01-11 to 2025-01-17
DUP001342,TXN011694,2025-01-17,2025-01-15 to 2025-01-17
DUP001430,TXN014190,2025-01-17,2025-01-10 to 2025-01-17
DUP001441,TXN018326,2025-01-17,2025-01-15 to 2025-01-17
DUP001500,TXN023279,2025-01-17,2025-01-13 to 2025-01-17
DUP001546,TXN020997,2025-01-17,2025-01-15 to 2025-01-17
DUP001554,TXN004066,2025-01-17,2025-01-16 to 2025-01-17
DUP001557,TXN011357,2025-01-17,2025-01-11 to 2025-01-17
DUP001574,TXN016057,2025-01-17,2025-01-11 to 2025-01-17
DUP001666,TXN024595,2025-01-17,2025-01-15 to 2025-01-17
DUP001668,TXN019328,2025-01-17,2025-01-15 to 2025-01-17
DUP001725,TXN036182,2025-01-17,2025-01-16 to 2025-01-17
DUP001779,TXN001188,2025-01-17,2025-01-11 to 2025-01-17
DUP001840,TXN012974,2025-01-17,2025-01-14 to 2025-01-17
DUP001850,TXN004176,2025-01-17,2025-01-13 to 2025-01-17
DUP002119,TXN021344,2025-01-17,2025-01-15 to 2025-01-17
DUP002132,TXN020813,2025-01-17,2025-01-12 to 2025-01-17
DUP002163,TXN039131,2025-01-17,2025-01-13 to 2025-01-17
DUP002173,TXN015186,2025-01-17,2025-01-14 to 2025-01-17
DUP002188,TXN035404,2025-01-17,2025-01-11 to 2025-01-17
DUP002213,TXN011913,2025-01-17,2025-01-14 to 2025-01-17
DUP002226,TXN030070,2025-01-17,2025-01-11 to 2025-01-17
DUP002229,TXN031513,2025-01-17,2025-01-15 to 2025-01-17
DUP002295,TXN016197,2025-01-17,2025-01-13 to 2025-01-17
DUP002323,TXN024133,2025-01-17,2025-01-13 to 2025-01-17
DUP002328,TXN017320,2025-01-17,2025-01-12 to 2025-01-17
DUP002415,TXN032918,2025-01-17,2025-01-16 to 2025-01-17
DUP002431,TXN004219,2025-01-17,2025-01-14 to 2025-01-17
DUP002443,TXN020798,2025-01-17,2025-01-12 to 2025-01-17
DUP002514,TXN023064,2025-01-17,2025-01-10 to 2025-01-17
DUP002591,TXN030717,2025-01-17,2025-01-10 to 2025-01-17
DUP002593,TXN002455,2025-01-17,2025-01-13 to 2025-01-17
DUP002639,TXN027695,2025-01-17,2025-01-12 to 2025-01-17
DUP002768,TXN024041,2025-01-17,2025-01-11 to 2025-01-17
DUP002781,TXN020214,2025-01-17,2025-01-13 to 2025-01-17
DUP002854,TXN001837,2025-01-17,2025-01-16 to 2025-01-17
DUP002883,TXN007605,2025-01-17,2025-01-10 to 2025-01-17
DUP002884,TXN012168,2025-01-17,2025-01-13 to 2025-01-17
DUP002983,TXN000595,2025-01-17,2025-01-11 to 2025-01-17
DUP002994,TXN025468,2025-01-17,2025-01-11 to 2025-01-17
DUP003001,TXN015480,2025-01-17,2025-01-13 to 2025-01-17
DUP003049,TXN005763,2025-01-17,2025-01-10 to 2025-01-17
DUP003057,TXN034688,2025-01-17,2025-01-10 to 2025-01-17
DUP003118,TXN008360,2025-01-17,2025-01-13 to 2025-01-17
DUP003151,TXN024922,2025-01-17,2025-01-12 to 2025-01-17
DUP003174,TXN025649,2025-01-17,2025-01-14 to 2025-01-17
DUP003183,TXN036941,2025-01-17,2025-01-13 to 2025-01-17
DUP003210,TXN020211,2025-01-17,2025-01-15 to 2025-01-17
DUP003283,TXN035758,2025-01-17,2025-01-12 to 2025-01-17
DUP003416,TXN020284,2025-01-17,2025-01-15 to 2025-01-17
DUP003431,TXN005782,2025-01-17,2025-01-16 to 2025-01-17
DUP003556,TXN025501,2025-01-17,2025-01-12 to 2025-01-17
DUP003558,TXN014121,2025-01-17,2025-01-10 to 2025-01-17
DUP003697,TXN027661,2025-01-17,2025-01-10 to 2025-01-17
DUP003734,TXN021680,2025-01-17,2025-01-11 to 2025-01-17
DUP003739,TXN030827,2025-01-17,2025-01-15 to 2025-01-17
DUP003760,TXN005104,2025-01-17,2025-01-11 to 2025-01-17
DUP003853,TXN016355,2025-01-17,2025-01-14 to 2025-01-17
DUP003876,TXN028537,2025-01-17,2025-01-12 to 2025-01-17
DUP003925,TXN018462,2025-01-17,2025-01-10 to 2025-01-17
DUP003972,TXN011757,2025-01-17,2025-01-10 to 2025-01-17
DUP004111,TXN035874,2025-01-17,2025-01-10 to 2025-01-17
DUP004166,TXN023798,2025-01-17,2025-01-12 to 2025-01-17
DUP004190,TXN026058,2025-01-17,2025-01-10 to 2025-01-17
DUP004208,TXN028563,2025-01-17,2025-01-13 to 2025-01-17
DUP004245,TXN014593,2025-01-17,2025-01-13 to 2025-01-17
DUP004280,TXN029591,2025-01-17,2025-01-13 to 2025-01-17
DUP004328,TXN012054,2025-01-17,2025-01-13 to 2025-01-17
DUP004419,TXN020549,2025-01-17,2025-01-11 to 2025-01-17
DUP004464,TXN014179,2025-01-17,2025-01-10 to 2025-01-17
DUP004486,TXN016600,2025-01-17,2025-01-16 to 2025-01-17
DUP004526,TXN010006,2025-01-17,2025-01-11 to 2025-01-17
DUP004548,TXN008867,2025-01-17,2025-01-10 to 2025-01-17
DUP004554,TXN006857,2025-01-17,2025-01-11 to 2025-01-17
DUP004600,TXN000856,2025-01-17,2025-01-15 to 2025-01-17
DUP004604,TXN007563,2025-01-17,2025-01-14 to 2025-01-17
DUP004638,TXN034547,2025-01-17,2025-01-12 to 2025-01-17
DUP004681,TXN000961,2025-01-17,2025-01-16 to 2025-01-17
DUP004685,TXN036489,2025-01-17,2025-01-11 to 2025-01-17
DUP004834,TXN015911,2025-01-17,2025-01-15 to 2025-01-17
DUP005006,TXN036898,2025-01-17,2025-01-13 to 2025-01-17
DUP005113,TXN037414,2025-01-17,2025-01-12 to 2025-01-17
DUP005171,TXN014996,2025-01-17,2025-01-16 to 2025-01-17
DUP005178,TXN000408,2025-01-17,2025-01-13 to 2025-01-17
DUP005202,TXN022261,2025-01-17,2025-01-13 to 2025-01-17
DUP005280,TXN015090,2025-01-17,2025-01-15 to 2025-01-17
DUP005355,TXN000889,2025-01-17,2025-01-16 to 2025-01-17
DUP005547,TXN028790,2025-01-17,2025-01-13 to 2025-01-17
DUP005682,TXN004614,2025-01-17,2025-01-16 to 2025-01-17
DUP005691,TXN007445,2025-01-17,2025-01-15 to 2025-01-17
DUP005699,TXN027755,2025-01-17,2025-01-12 to 2025-01-17
DUP005705,TXN002971,2025-01-17,2025-01-11 to 2025-01-17
DUP005766,TXN010506,2025-01-17,2025-01-12 to 2025-01-17
DUP005811,TXN038042,2025-01-17,2025-01-13 to 2025-01-17
DUP005816,TXN031035,2025-01-17,2025-01-12 to 2025-01-17
DUP005870,TXN029333,2025-01-17,2025-01-10 to 2025-01-17
DUP005872,TXN000149,2025-01-17,2025-01-15 to 2025-01-17
DUP005880,TXN031736,2025-01-17,2025-01-15 to 2025-01-17
DUP005889,TXN027027,2025-01-17,2025-01-15 to 2025-01-17
DUP005925,TXN021410,2025-01-17,2025-01-16 to 2025-01-17
DUP005944,TXN023990,2025-01-17,2025-01-13 to 2025-01-17
DUP005945,TXN028528,2025-01-17,2025-01-12 to 2025-01-17
DUP005955,TXN025870,2025-01-17,2025-01-14 to 2025-01-17
DUP005987,TXN019792,2025-01-17,2025-01-13 to 2025-01-17
DUP006064,TXN014769,2025-01-17,2025-01-15 to 2025-01-17
DUP006066,TXN009976,2025-01-17,2025-01-12 to 2025-01-17
DUP006106,TXN024588,2025-01-17,2025-01-14 to 2025-01-17
DUP006110,TXN022997,2025-01-17,2025-01-14 to 2025-01-17
DUP006160,TXN027813,2025-01-17,2025-01-10 to 2025-01-17
DUP006277,TXN024532,2025-01-17,2025-01-13 to 2025-01-17
DUP006414,TXN024237,2025-01-17,2025-01-13 to 2025-01-17
DUP006488,TXN009331,2025-01-17,2025-01-14 to 2025-01-17
DUP006535,TXN016270,2025-01-17,2025-01-14 to 2025-01-17
DUP006544,TXN022903,2025-01-17,2025-01-11 to 2025-01-17
DUP006583,TXN020424,2025-01-17,2025-01-16 to 2025-01-17
DUP006628,TXN011158,2025-01-17,2025-01-13 to 2025-01-17
DUP006692,TXN011647,2025-01-17,2025-01-13 to 2025-01-17
DUP006697,TXN031854,2025-01-17,2025-01-10 to 2025-01-17
DUP006718,TXN037099,2025-01-17,2025-01-14 to 2025-01-17
DUP006742,TXN025782,2025-01-17,2025-01-15 to 2025-01-17
DUP006825,TXN038134,2025-01-17,2025-01-16 to 2025-01-17
DUP006826,TXN027320,2025-01-17,2025-01-12 to 2025-01-17
DUP006850,TXN003667,2025-01-17,2025-01-12 to 2025-01-17
DUP006855,TXN037166,2025-01-17,2025-01-13 to 2025-01-17
DUP006894,TXN010857,2025-01-17,2025-01-14 to 2025-01-17
DUP006942,TXN039175,2025-01-17,2025-01-12 to 2025-01-17
DUP006955,TXN035737,2025-01-17,2025-01-13 to 2025-01-17
DUP006956,TXN022259,2025-01-17,2025-01-12 to 2025-01-17
DUP007004,TXN035544,2025-01-17,2025-01-11 to 2025-01-17
DUP007033,TXN013471,2025-01-17,2025-01-15 to 2025-01-17
DUP007065,TXN036217,2025-01-17,2025-01-10 to 2025-01-17
DUP007177,TXN021956,2025-01-17,2025-01-12 to 2025-01-17
DUP007184,TXN001855,2025-01-17,2025-01-14 to 2025-01-17
DUP007197,TXN025206,2025-01-17,2025-01-13 to 2025-01-17
DUP007286,TXN019717,2025-01-17,2025-01-15 to 2025-01-17
DUP007311,TXN004417,2025-01-17,2025-01-15 to 2025-01-17
DUP007457,TXN007888,2025-01-17,2025-01-11 to 2025-01-17
DUP007468,TXN014533,2025-01-17,2025-01-10 to 2025-01-17
DUP007472,TXN032699,2025-01-17,2025-01-16 to 2025-01-17
DUP007477,TXN006476,2025-01-17,2025-01-10 to 2025-01-17
DUP007478,TXN016438,2025-01-17,2025-01-11 to 2025-01-17
DUP007496,TXN035498,2025-01-17,2025-01-16 to 2025-01-17
DUP007573,TXN007209,2025-01-17,2025-01-16 to 2025-01-17
DUP007597,TXN006070,2025-01-17,2025-01-12 to 2025-01-17
DUP007625,TXN023985,2025-01-17,2025-01-15 to 2025-01-17
DUP007637,TXN001521,2025-01-17,2025-01-16 to 2025-01-17
DUP007694,TXN028342,2025-01-17,2025-01-14 to 2025-01-17
DUP007721,TXN001617,2025-01-17,2025-01-10 to 2025-01-17
DUP007727,TXN025719,2025-01-17,2025-01-15 to 2025-01-17
DUP007768,TXN003756,2025-01-17,2025-01-11 to 2025-01-17
DUP007802,TXN019378,2025-01-17,2025-01-16 to 2025-01-17
DUP007813,TXN023642,2025-01-17,2025-01-11 to 2025-01-17
DUP007903,TXN031902,2025-01-17,2025-01-12 to 2025-01-17
DUP007994,TXN031081,2025-01-17,2025-01-15 to 2025-01-17
DUP008143,TXN007156,2025-01-17,2025-01-10 to 2025-01-17
DUP008162,TXN006976,2025-01-17,2025-01-16 to 2025-01-17
DUP008207,TXN022847,2025-01-17,2025-01-15 to 2025-01-17
DUP008216,TXN034015,2025-01-17,2025-01-15 to 2025-01-17
DUP008260,TXN002541,2025-01-17,2025-01-12 to 2025-01-17
DUP008343,TXN016446,2025-01-17,2025-01-16 to 2025-01-17
DUP008367,TXN014328,2025-01-17,2025-01-14 to 2025-01-17
DUP008430,TXN018131,2025-01-17,2025-01-13 to 2025-01-17
DUP008505,TXN015766,2025-01-17,2025-01-11 to 2025-01-17
DUP008571,TXN022980,2025-01-17,2025-01-12 to 2025-01-17
DUP008573,TXN020961,2025-01-17,2025-01-10 to 2025-01-17
DUP008668,TXN028219,2025-01-17,2025-01-16 to 2025-01-17
DUP008688,TXN000008,2025-01-17,2025-01-15 to 2025-01-17
DUP008694,TXN001638,2025-01-17,2025-01-15 to 2025-01-17
DUP008700,TXN006820,2025-01-17,2025-01-12 to 2025-01-17
DUP008748,TXN024345,2025-01-17,2025-01-16 to 2025-01-17
DUP008772,TXN035164,2025-01-17,2025-01-10 to 2025-01-17
DUP008792,TXN024409,2025-01-17,2025-01-13 to 2025-01-17
DUP008806,TXN027456,2025-01-17,2025-01-10 to 2025-01-17
DUP008840,TXN036675,2025-01-17,2025-01-15 to 2025-01-17
DUP008897,TXN020772,2025-01-17,2025-01-13 to 2025-01-17
DUP008913,TXN037116,2025-01-17,2025-01-13 to 2025-01-17
DUP008915,TXN016928,2025-01-17,2025-01-16 to 2025-01-17
DUP008964,TXN000362,2025-01-17,2025-01-15 to 2025-01-17
DUP008998,TXN028169,2025-01-17,2025-01-16 to 2025-01-17
DUP008999,TXN028102,2025-01-17,2025-01-13 to 2025-01-17
DUP009032,TXN038951,2025-01-17,2025-01-16 to 2025-01-17
DUP009060,TXN016510,2025-01-17,2025-01-13 to 2025-01-17
DUP009072,TXN007106,2025-01-17,2025-01-13 to 2025-01-17
DUP009110,TXN038490,2025-01-17,2025-01-14 to 2025-01-17
DUP009152,TXN037079,2025-01-17,2025-01-10 to 2025-01-17
DUP009273,TXN006515,2025-01-17,2025-01-15 to 2025-01-17
DUP009290,TXN002481,2025-01-17,2025-01-10 to 2025-01-17
DUP009381,TXN000809,2025-01-17,2025-01-16 to 2025-01-17
DUP009405,TXN028880,2025-01-17,2025-01-12 to 2025-01-17
DUP009498,TXN035250,2025-01-17,2025-01-14 to 2025-01-17
DUP009521,TXN014251,2025-01-17,2025-01-10 to 2025-01-17
DUP009569,TXN030807,2025-01-17,2025-01-16 to 2025-01-17
DUP009573,TXN032774,2025-01-17,2025-01-13 to 2025-01-17
DUP009577,TXN029215,2025-01-17,2025-01-10 to 2025-01-17
DUP009638,TXN007198,2025-01-17,2025-01-10 to 2025-01-17
DUP009648,TXN010262,2025-01-17,2025-01-13 to 2025-01-17
DUP009698,TXN003252,2025-01-17,2025-01-14 to 2025-01-17
DUP009712,TXN025310,2025-01-17,2025-01-13 to 2025-01-17
DUP009736,TXN032566,2025-01-17,2025-01-13 to 2025-01-17
DUP009806,TXN010460,2025-01-17,2025-01-15 to 2025-01-17
DUP009807,TXN033976,2025-01-17,2025-01-14 to 2025-01-17
DUP009822,TXN035208,2025-01-17,2025-01-10 to 2025-01-17
DUP009853,TXN026836,2025-01-17,2025-01-13 to 2025-01-17
DUP009946,TXN016963,2025-01-17,2025-01-16 to 2025-01-17
DUP009968,TXN029746,2025-01-17,2025-01-13 to 2025-01-17
DUP010004,TXN014335,2025-01-17,2025-01-11 to 2025-01-17
DUP010031,TXN038909,2025-01-17,2025-01-16 to 2025-01-17
DUP010087,TXN031192,2025-01-17,2025-01-15 to 2025-01-17
DUP010201,TXN028533,2025-01-17,2025-01-14 to 2025-01-17
DUP010285,TXN009382,2025-01-17,2025-01-15 to 2025-01-17
