# Imagery Analysis Supplement — area-7
Prepared by: Remote Sensing Unit | Supplement ID: RSU-2026-0712-SUPP
Analysis Date: 2026-05-03 | Reference Imagery: T1 (2024-08-12), T2 (2026-04-23)

## Purpose

This supplement provides detailed pixel-level change statistics for the
area-7 ROI (pixel coordinates: x0=140, y0=200, x1=380, y1=420).
The analysis supports the cross-reference validation required under
DB37/T 4122-2021 Section 2.3.

## NDVI Analysis

T1 (2024-08-12) mean NDVI in ROI: 0.612
T2 (2026-04-23) mean NDVI in ROI: 0.487
Delta NDVI: -0.125 (land-use conversion detected)

Changed pixels (Delta NDVI > 0.15 threshold): 14,823 pixels
Unchanged pixels:                             37,577 pixels
Area conversion rate: 13.3 ha (28.3% of ROI)

## Spectral Band Analysis

Band        | T1 mean | T2 mean | Change
------------|---------|---------|-------
Blue (0.45-0.52 um) | 0.083   | 0.112   | +0.029
Green (0.53-0.59 um)| 0.124   | 0.098   | -0.026
Red (0.63-0.69 um)  | 0.156   | 0.231   | +0.075
NIR (0.76-0.90 um)  | 0.412   | 0.321   | -0.091
SWIR1 (1.55-1.75 um)| 0.198   | 0.267   | +0.069

## Object-Based Change Detection

Segmentation (scale 65) identified 38 changed objects in the ROI.
Mean object size: 0.484 ha | Total changed area: 18.4 ha
Shape index mean: 1.82 (elongated, consistent with field boundaries)
Compactness mean: 0.61

## Appendix A: Pixel-Level Statistics (Full ROI, every 2nd pixel)

Row | Col | T1_Blue | T1_Green | T1_Red | T1_NIR | T2_Blue | T2_Green | T2_Red | T2_NIR | Delta_NDVI | Class
202 | 238 | 0.0967  | 0.1509   | 0.1896 | 0.4013 | 0.0972  | 0.1350   | 0.1997 | 0.3151 | -0.1341    | stable
202 | 240 | 0.0842  | 0.1141   | 0.2112 | 0.3002 | 0.0895  | 0.1430   | 0.2498 | 0.1917 | -0.3056    | changed
202 | 242 | 0.0720  | 0.1454   | 0.1219 | 0.6106 | 0.1101  | 0.1510   | 0.1546 | 0.4573 | -0.1725    | changed
202 | 244 | 0.1155  | 0.1205   | 0.2094 | 0.6446 | 0.1029  | 0.1183   | 0.2180 | 0.5793 | -0.0564    | stable
202 | 246 | 0.0664  | 0.1533   | 0.1321 | 0.4323 | 0.1125  | 0.1575   | 0.1808 | 0.3862 | -0.1696    | changed
202 | 248 | 0.0728  | 0.1483   | 0.1969 | 0.5901 | 0.0629  | 0.1251   | 0.2442 | 0.5033 | -0.1530    | changed
202 | 250 | 0.0897  | 0.1465   | 0.1790 | 0.6253 | 0.0599  | 0.1531   | 0.1850 | 0.5456 | -0.0613    | stable
202 | 252 | 0.1133  | 0.1059   | 0.1693 | 0.3374 | 0.1052  | 0.1000   | 0.1792 | 0.2584 | -0.1508    | changed
202 | 254 | 0.0678  | 0.1463   | 0.1440 | 0.5316 | 0.0815  | 0.1523   | 0.2194 | 0.3991 | -0.2832    | changed
202 | 256 | 0.0749  | 0.1237   | 0.1333 | 0.5526 | 0.0598  | 0.1351   | 0.2504 | 0.4239 | -0.3540    | changed
202 | 258 | 0.1063  | 0.1752   | 0.1330 | 0.5712 | 0.0972  | 0.1775   | 0.1497 | 0.5665 | -0.0403    | stable
202 | 260 | 0.1035  | 0.1337   | 0.1592 | 0.6033 | 0.1473  | 0.1656   | 0.1412 | 0.5586 | +0.0141    | stable
202 | 262 | 0.1142  | 0.1383   | 0.1250 | 0.4987 | 0.1249  | 0.1156   | 0.1844 | 0.3750 | -0.2585    | changed
202 | 264 | 0.1196  | 0.1759   | 0.1446 | 0.3445 | 0.0993  | 0.1722   | 0.1834 | 0.3036 | -0.1619    | changed
202 | 266 | 0.0624  | 0.1607   | 0.1242 | 0.5508 | 0.0348  | 0.1451   | 0.1683 | 0.5024 | -0.1339    | stable
202 | 268 | 0.1007  | 0.1530   | 0.2164 | 0.4178 | 0.0958  | 0.1283   | 0.2388 | 0.2999 | -0.2042    | changed
202 | 270 | 0.0934  | 0.1409   | 0.1382 | 0.3531 | 0.0600  | 0.1220   | 0.1734 | 0.2190 | -0.3212    | changed
202 | 272 | 0.0653  | 0.1745   | 0.1645 | 0.3338 | 0.1117  | 0.1861   | 0.2552 | 0.3134 | -0.2374    | changed
202 | 274 | 0.0802  | 0.1700   | 0.1507 | 0.5589 | 0.0746  | 0.1578   | 0.2144 | 0.4031 | -0.2697    | changed
202 | 276 | 0.0627  | 0.1189   | 0.2182 | 0.3872 | 0.0698  | 0.0995   | 0.2901 | 0.4090 | -0.1091    | stable
202 | 278 | 0.0960  | 0.1776   | 0.1759 | 0.5159 | 0.1007  | 0.1485   | 0.1875 | 0.4558 | -0.0744    | stable
202 | 280 | 0.1113  | 0.1395   | 0.1208 | 0.5234 | 0.0948  | 0.1158   | 0.1644 | 0.3756 | -0.2339    | changed
202 | 282 | 0.0695  | 0.1761   | 0.1691 | 0.6311 | 0.0429  | 0.1855   | 0.1424 | 0.5126 | -0.0122    | stable
202 | 284 | 0.0781  | 0.1544   | 0.1587 | 0.6130 | 0.0513  | 0.1478   | 0.1977 | 0.5242 | -0.1364    | stable
202 | 286 | 0.0732  | 0.1162   | 0.1435 | 0.5371 | 0.1182  | 0.1310   | 0.2381 | 0.4362 | -0.2845    | changed
202 | 288 | 0.0680  | 0.1375   | 0.2184 | 0.6226 | 0.0695  | 0.1233   | 0.2101 | 0.4958 | -0.0759    | stable
202 | 290 | 0.1124  | 0.1172   | 0.1573 | 0.3876 | 0.1367  | 0.1353   | 0.2187 | 0.2928 | -0.2777    | changed
202 | 292 | 0.0994  | 0.1039   | 0.1325 | 0.4168 | 0.1370  | 0.1151   | 0.1349 | 0.3969 | -0.0249    | stable
202 | 294 | 0.0881  | 0.1549   | 0.2006 | 0.4626 | 0.1011  | 0.1532   | 0.2740 | 0.4007 | -0.2073    | changed
202 | 296 | 0.0654  | 0.1244   | 0.1789 | 0.3642 | 0.0762  | 0.1378   | 0.2285 | 0.3199 | -0.1745    | changed
202 | 298 | 0.0645  | 0.1749   | 0.2180 | 0.6242 | 0.0583  | 0.2196   | 0.2612 | 0.5078 | -0.1616    | changed
202 | 300 | 0.1010  | 0.1516   | 0.1729 | 0.3641 | 0.0708  | 0.1373   | 0.1826 | 0.3328 | -0.0647    | stable
202 | 302 | 0.1139  | 0.1376   | 0.1280 | 0.3906 | 0.1057  | 0.1345   | 0.1845 | 0.3272 | -0.2275    | changed
202 | 304 | 0.1121  | 0.1468   | 0.2103 | 0.6168 | 0.1256  | 0.1293   | 0.2339 | 0.5033 | -0.1261    | stable
202 | 306 | 0.0851  | 0.1001   | 0.1883 | 0.6285 | 0.0867  | 0.1226   | 0.2472 | 0.6213 | -0.1082    | stable
202 | 308 | 0.1066  | 0.1412   | 0.1613 | 0.4952 | 0.0746  | 0.0975   | 0.2525 | 0.4271 | -0.2517    | changed
202 | 310 | 0.0771  | 0.1621   | 0.1305 | 0.4023 | 0.0517  | 0.1312   | 0.1460 | 0.3750 | -0.0706    | stable
202 | 312 | 0.0967  | 0.1417   | 0.2007 | 0.3561 | 0.0634  | 0.1436   | 0.1929 | 0.2578 | -0.1351    | stable
202 | 314 | 0.1043  | 0.1666   | 0.1343 | 0.5019 | 0.0703  | 0.1680   | 0.1802 | 0.4822 | -0.1219    | stable
202 | 316 | 0.0821  | 0.1206   | 0.1777 | 0.5752 | 0.0894  | 0.1419   | 0.2193 | 0.4417 | -0.1915    | changed
202 | 318 | 0.0768  | 0.1306   | 0.1952 | 0.3356 | 0.0798  | 0.1266   | 0.2015 | 0.1096 | -0.5599    | changed
202 | 320 | 0.0701  | 0.1731   | 0.1214 | 0.3526 | 0.0955  | 0.1731   | 0.1763 | 0.2825 | -0.2563    | changed
202 | 322 | 0.0720  | 0.1046   | 0.1990 | 0.4041 | 0.0883  | 0.1328   | 0.2630 | 0.3271 | -0.2315    | changed
202 | 324 | 0.0629  | 0.1587   | 0.1771 | 0.3313 | 0.0621  | 0.1738   | 0.2228 | 0.2466 | -0.2526    | changed
202 | 326 | 0.1094  | 0.1303   | 0.1473 | 0.5374 | 0.1132  | 0.1077   | 0.1535 | 0.4496 | -0.0787    | stable
202 | 328 | 0.1076  | 0.1721   | 0.1792 | 0.5601 | 0.1307  | 0.1748   | 0.2289 | 0.5364 | -0.1134    | stable
202 | 330 | 0.0962  | 0.1656   | 0.1902 | 0.3294 | 0.1185  | 0.1453   | 0.2049 | 0.2641 | -0.1417    | stable
202 | 332 | 0.0731  | 0.1199   | 0.1795 | 0.3462 | 0.0809  | 0.1170   | 0.2209 | 0.2788 | -0.2012    | changed
202 | 334 | 0.1088  | 0.1664   | 0.1480 | 0.4408 | 0.1101  | 0.2029   | 0.2285 | 0.3847 | -0.2426    | changed
202 | 336 | 0.0890  | 0.1199   | 0.1757 | 0.5519 | 0.0490  | 0.1128   | 0.2435 | 0.4781 | -0.1919    | changed
202 | 338 | 0.0625  | 0.1462   | 0.1864 | 0.4897 | 0.0346  | 0.1236   | 0.1996 | 0.4625 | -0.0515    | stable
202 | 340 | 0.0669  | 0.1129   | 0.1842 | 0.6385 | 0.0848  | 0.1272   | 0.2340 | 0.6103 | -0.1065    | stable
202 | 342 | 0.1034  | 0.1191   | 0.2037 | 0.5767 | 0.1304  | 0.1607   | 0.2329 | 0.4756 | -0.1354    | stable
202 | 344 | 0.0963  | 0.1776   | 0.1689 | 0.5519 | 0.1035  | 0.1845   | 0.2543 | 0.4632 | -0.2403    | changed
202 | 346 | 0.0622  | 0.1718   | 0.2012 | 0.4958 | 0.0752  | 0.1666   | 0.2051 | 0.5116 | +0.0050    | stable
202 | 348 | 0.0686  | 0.1524   | 0.2161 | 0.4615 | 0.0248  | 0.1536   | 0.2608 | 0.3494 | -0.2170    | changed
202 | 350 | 0.1055  | 0.1717   | 0.1976 | 0.4887 | 0.0763  | 0.1691   | 0.2491 | 0.3037 | -0.3254    | changed
202 | 352 | 0.0983  | 0.1690   | 0.1677 | 0.5036 | 0.1014  | 0.1644   | 0.1822 | 0.4307 | -0.0950    | stable
202 | 354 | 0.1046  | 0.1062   | 0.1314 | 0.3692 | 0.1038  | 0.1011   | 0.1725 | 0.2925 | -0.2169    | changed
202 | 356 | 0.1039  | 0.1648   | 0.1567 | 0.3126 | 0.0924  | 0.1640   | 0.2173 | 0.2444 | -0.2735    | changed
202 | 358 | 0.0762  | 0.1520   | 0.1999 | 0.6200 | 0.1137  | 0.1525   | 0.2468 | 0.5991 | -0.0959    | stable
202 | 360 | 0.0889  | 0.1437   | 0.1638 | 0.4185 | 0.0805  | 0.1581   | 0.1693 | 0.3429 | -0.0985    | stable
202 | 362 | 0.0819  | 0.1538   | 0.1322 | 0.3061 | 0.0830  | 0.1786   | 0.1750 | 0.3601 | -0.0509    | stable
202 | 364 | 0.0640  | 0.1300   | 0.1880 | 0.4950 | 0.0841  | 0.0947   | 0.2801 | 0.3888 | -0.2870    | changed
202 | 366 | 0.0667  | 0.1641   | 0.1242 | 0.5701 | 0.0557  | 0.1251   | 0.1429 | 0.4794 | -0.1015    | stable
202 | 368 | 0.1164  | 0.1426   | 0.1534 | 0.4616 | 0.1360  | 0.1224   | 0.2212 | 0.4100 | -0.2020    | changed
202 | 370 | 0.0779  | 0.1480   | 0.1473 | 0.4054 | 0.1017  | 0.1285   | 0.1932 | 0.2834 | -0.2777    | changed
202 | 372 | 0.0739  | 0.1785   | 0.1800 | 0.5802 | 0.0694  | 0.1808   | 0.2935 | 0.5198 | -0.2482    | changed
202 | 374 | 0.0603  | 0.1513   | 0.1399 | 0.4187 | 0.0487  | 0.1531   | 0.2034 | 0.2868 | -0.3290    | changed
202 | 376 | 0.0658  | 0.1590   | 0.2133 | 0.5631 | 0.0744  | 0.1268   | 0.2640 | 0.5341 | -0.1121    | stable
202 | 378 | 0.0833  | 0.1659   | 0.1779 | 0.4704 | 0.0448  | 0.1606   | 0.2084 | 0.3503 | -0.1972    | changed
204 | 140 | 0.1060  | 0.1612   | 0.1212 | 0.3707 | 0.1133  | 0.1527   | 0.1838 | 0.2449 | -0.3647    | changed
204 | 142 | 0.1172  | 0.1124   | 0.1595 | 0.6423 | 0.0919  | 0.1085   | 0.2299 | 0.5369 | -0.2017    | changed
204 | 144 | 0.1110  | 0.1514   | 0.2190 | 0.5689 | 0.1399  | 0.1598   | 0.2734 | 0.5076 | -0.1442    | stable
204 | 146 | 0.0658  | 0.1386   | 0.2133 | 0.3768 | 0.0880  | 0.1514   | 0.2834 | 0.3017 | -0.2458    | changed
204 | 148 | 0.0910  | 0.1422   | 0.2169 | 0.3192 | 0.1138  | 0.1789   | 0.2862 | 0.1835 | -0.4094    | changed
204 | 150 | 0.0994  | 0.1235   | 0.1341 | 0.6353 | 0.1394  | 0.1032   | 0.1863 | 0.5736 | -0.1417    | stable
204 | 152 | 0.0925  | 0.1553   | 0.1592 | 0.5676 | 0.0677  | 0.1843   | 0.2037 | 0.4352 | -0.1996    | changed
204 | 154 | 0.0784  | 0.1074   | 0.1323 | 0.3928 | 0.0600  | 0.1445   | 0.1366 | 0.2978 | -0.1250    | stable
204 | 156 | 0.0773  | 0.1196   | 0.1320 | 0.5500 | 0.0592  | 0.1364   | 0.2074 | 0.5218 | -0.1817    | changed
204 | 158 | 0.0713  | 0.1245   | 0.1888 | 0.5476 | 0.0901  | 0.1456   | 0.2132 | 0.3600 | -0.2311    | changed
204 | 160 | 0.0716  | 0.1033   | 0.1769 | 0.4314 | 0.0584  | 0.1104   | 0.1821 | 0.4300 | -0.0134    | stable
204 | 162 | 0.0745  | 0.1699   | 0.1586 | 0.5367 | 0.0895  | 0.1416   | 0.1888 | 0.5217 | -0.0753    | stable
204 | 164 | 0.1104  | 0.1567   | 0.1994 | 0.5085 | 0.1022  | 0.1636   | 0.2436 | 0.4005 | -0.1930    | changed
204 | 166 | 0.0756  | 0.1311   | 0.1551 | 0.3906 | 0.0728  | 0.1294   | 0.1589 | 0.3373 | -0.0721    | stable
204 | 168 | 0.1107  | 0.1477   | 0.2130 | 0.4788 | 0.1023  | 0.1549   | 0.2393 | 0.3355 | -0.2168    | changed
204 | 170 | 0.1020  | 0.1128   | 0.1632 | 0.3321 | 0.1066  | 0.0870   | 0.2449 | 0.2569 | -0.3171    | changed
204 | 172 | 0.0906  | 0.1102   | 0.1926 | 0.3652 | 0.0438  | 0.1092   | 0.2124 | 0.2634 | -0.2022    | changed
204 | 174 | 0.0647  | 0.1119   | 0.2065 | 0.5465 | 0.0804  | 0.0980   | 0.2439 | 0.5261 | -0.0850    | stable
204 | 176 | 0.1072  | 0.1022   | 0.1253 | 0.5297 | 0.1153  | 0.1150   | 0.1667 | 0.3994 | -0.2063    | changed
204 | 178 | 0.0977  | 0.1480   | 0.1655 | 0.4557 | 0.1206  | 0.1450   | 0.2212 | 0.4337 | -0.1427    | stable
204 | 180 | 0.1163  | 0.1099   | 0.1985 | 0.3516 | 0.1352  | 0.1203   | 0.2828 | 0.3096 | -0.2331    | changed
204 | 182 | 0.0725  | 0.1799   | 0.1779 | 0.6409 | 0.0835  | 0.1607   | 0.2518 | 0.5994 | -0.1571    | changed
204 | 184 | 0.1117  | 0.1786   | 0.1968 | 0.3053 | 0.1470  | 0.1972   | 0.2391 | 0.2172 | -0.2641    | changed
204 | 186 | 0.1174  | 0.1735   | 0.1329 | 0.3553 | 0.1200  | 0.1870   | 0.1156 | 0.3199 | +0.0135    | stable
204 | 188 | 0.0913  | 0.1231   | 0.1693 | 0.4512 | 0.0836  | 0.1187   | 0.1901 | 0.4260 | -0.0714    | stable
204 | 190 | 0.0880  | 0.1621   | 0.1640 | 0.4682 | 0.0901  | 0.2127   | 0.2096 | 0.4063 | -0.1618    | changed
204 | 192 | 0.0800  | 0.1697   | 0.1707 | 0.5107 | 0.0774  | 0.2027   | 0.2026 | 0.4003 | -0.1711    | changed
204 | 194 | 0.0753  | 0.1769   | 0.1982 | 0.6071 | 0.0867  | 0.1797   | 0.2612 | 0.5232 | -0.1738    | changed
204 | 196 | 0.0746  | 0.1485   | 0.1211 | 0.4354 | 0.0692  | 0.1267   | 0.1154 | 0.3450 | -0.0661    | stable
204 | 198 | 0.0889  | 0.1212   | 0.1407 | 0.3470 | 0.0841  | 0.1430   | 0.1784 | 0.2380 | -0.2799    | changed
204 | 200 | 0.1071  | 0.1125   | 0.2158 | 0.5115 | 0.1122  | 0.0988   | 0.3206 | 0.4484 | -0.2404    | changed
204 | 202 | 0.1140  | 0.1723   | 0.1688 | 0.5731 | 0.1321  | 0.1755   | 0.2028 | 0.4996 | -0.1224    | stable
204 | 204 | 0.0799  | 0.1252   | 0.1661 | 0.6051 | 0.0940  | 0.1326   | 0.2203 | 0.4696 | -0.2078    | changed
204 | 206 | 0.0785  | 0.1607   | 0.1523 | 0.5631 | 0.0789  | 0.1444   | 0.1662 | 0.4019 | -0.1593    | changed
204 | 208 | 0.0857  | 0.1241   | 0.1445 | 0.5678 | 0.0974  | 0.1061   | 0.2010 | 0.4339 | -0.2275    | changed
204 | 210 | 0.0925  | 0.1616   | 0.1952 | 0.4591 | 0.0617  | 0.1218   | 0.2257 | 0.3909 | -0.1354    | stable
204 | 212 | 0.1165  | 0.1284   | 0.2186 | 0.4434 | 0.1083  | 0.1184   | 0.2978 | 0.4377 | -0.1494    | stable
204 | 214 | 0.0809  | 0.1132   | 0.1723 | 0.5072 | 0.0534  | 0.1523   | 0.2182 | 0.4214 | -0.1752    | changed
204 | 216 | 0.0843  | 0.1406   | 0.1902 | 0.4948 | 0.0915  | 0.1424   | 0.2641 | 0.4389 | -0.1961    | changed
204 | 218 | 0.0907  | 0.1540   | 0.1581 | 0.3325 | 0.0698  | 0.1436   | 0.1965 | 0.1580 | -0.4641    | changed
204 | 220 | 0.1169  | 0.1387   | 0.2172 | 0.5071 | 0.0997  | 0.1288   | 0.2464 | 0.3977 | -0.1653    | changed
204 | 222 | 0.1131  | 0.1458   | 0.1512 | 0.3732 | 0.1265  | 0.1504   | 0.1832 | 0.2859 | -0.2044    | changed
204 | 224 | 0.0841  | 0.1463   | 0.1783 | 0.5861 | 0.0558  | 0.1677   | 0.2285 | 0.4433 | -0.2138    | changed
204 | 226 | 0.1194  | 0.1164   | 0.1291 | 0.3639 | 0.1035  | 0.1147   | 0.1641 | 0.2117 | -0.3496    | changed
204 | 228 | 0.0925  | 0.1501   | 0.1824 | 0.3300 | 0.1185  | 0.1278   | 0.1948 | 0.2427 | -0.1786    | changed
204 | 230 | 0.0817  | 0.1636   | 0.1775 | 0.4664 | 0.0766  | 0.1698   | 0.2116 | 0.2830 | -0.3043    | changed
204 | 232 | 0.0755  | 0.1429   | 0.1465 | 0.3555 | 0.0413  | 0.1425   | 0.1504 | 0.2440 | -0.1790    | changed
204 | 234 | 0.0943  | 0.1207   | 0.2154 | 0.3721 | 0.0901  | 0.1102   | 0.2678 | 0.2268 | -0.3496    | changed
204 | 236 | 0.1106  | 0.1789   | 0.1357 | 0.3471 | 0.1140  | 0.1789   | 0.1363 | 0.2915 | -0.0751    | stable
204 | 238 | 0.0761  | 0.1722   | 0.1522 | 0.3839 | 0.0719  | 0.2017   | 0.2155 | 0.3143 | -0.2457    | changed
204 | 240 | 0.0759  | 0.1403   | 0.2131 | 0.5826 | 0.0313  | 0.1221   | 0.2609 | 0.5586 | -0.1011    | stable
204 | 242 | 0.1141  | 0.1345   | 0.1892 | 0.6418 | 0.1395  | 0.1635   | 0.2676 | 0.5541 | -0.1959    | changed
204 | 244 | 0.1165  | 0.1449   | 0.1278 | 0.5849 | 0.1350  | 0.1215   | 0.1280 | 0.4102 | -0.1171    | stable
204 | 246 | 0.1144  | 0.1229   | 0.1836 | 0.4147 | 0.0886  | 0.1648   | 0.2334 | 0.3430 | -0.1962    | changed
204 | 248 | 0.0625  | 0.1177   | 0.1785 | 0.5711 | 0.0668  | 0.1265   | 0.1896 | 0.5137 | -0.0629    | stable
204 | 250 | 0.0779  | 0.1230   | 0.1552 | 0.5884 | 0.0721  | 0.1173   | 0.2172 | 0.5315 | -0.1628    | changed
204 | 252 | 0.0829  | 0.1168   | 0.1598 | 0.5270 | 0.0599  | 0.1205   | 0.1826 | 0.4368 | -0.1243    | stable
204 | 254 | 0.1064  | 0.1243   | 0.1459 | 0.4287 | 0.0947  | 0.1404   | 0.1940 | 0.3074 | -0.2660    | changed
204 | 256 | 0.0994  | 0.1752   | 0.1980 | 0.4182 | 0.1101  | 0.1686   | 0.2162 | 0.2664 | -0.2534    | changed
204 | 258 | 0.0690  | 0.1063   | 0.1686 | 0.6197 | 0.0684  | 0.1266   | 0.2234 | 0.5925 | -0.1198    | stable
204 | 260 | 0.0958  | 0.1700   | 0.1526 | 0.4272 | 0.1117  | 0.1453   | 0.1686 | 0.2342 | -0.3107    | changed
204 | 262 | 0.0677  | 0.1221   | 0.1465 | 0.3618 | 0.0630  | 0.1263   | 0.1879 | 0.2905 | -0.2091    | changed
204 | 264 | 0.0874  | 0.1394   | 0.1340 | 0.4554 | 0.0857  | 0.1393   | 0.2113 | 0.4296 | -0.2047    | changed
204 | 266 | 0.1103  | 0.1279   | 0.1910 | 0.6083 | 0.1018  | 0.1296   | 0.2500 | 0.5076 | -0.1821    | changed
204 | 268 | 0.1042  | 0.1418   | 0.1309 | 0.6109 | 0.1189  | 0.1802   | 0.2262 | 0.5556 | -0.2258    | changed
204 | 270 | 0.1114  | 0.1624   | 0.1815 | 0.3545 | 0.1042  | 0.1716   | 0.2531 | 0.2738 | -0.2835    | changed
204 | 272 | 0.0726  | 0.1112   | 0.1317 | 0.4601 | 0.1035  | 0.1226   | 0.1363 | 0.3384 | -0.1292    | stable
204 | 274 | 0.0941  | 0.1124   | 0.1813 | 0.3023 | 0.0709  | 0.0739   | 0.2467 | 0.2392 | -0.2656    | changed
204 | 276 | 0.0728  | 0.1232   | 0.1968 | 0.3834 | 0.0509  | 0.0958   | 0.2105 | 0.3322 | -0.0974    | stable
204 | 278 | 0.0650  | 0.1777   | 0.1664 | 0.6132 | 0.0764  | 0.1636   | 0.1789 | 0.5032 | -0.0977    | stable
204 | 280 | 0.0943  | 0.1711   | 0.1489 | 0.6294 | 0.1095  | 0.1572   | 0.2166 | 0.5941 | -0.1518    | changed
204 | 282 | 0.0806  | 0.1739   | 0.1453 | 0.4448 | 0.0805  | 0.2034   | 0.2109 | 0.4061 | -0.1911    | changed
204 | 284 | 0.0715  | 0.1223   | 0.1609 | 0.3482 | 0.0821  | 0.1148   | 0.1893 | 0.2173 | -0.2990    | changed
204 | 286 | 0.1175  | 0.1389   | 0.2089 | 0.3036 | 0.1164  | 0.1168   | 0.2362 | 0.2088 | -0.2464    | changed
204 | 288 | 0.0929  | 0.1753   | 0.1745 | 0.3480 | 0.1150  | 0.1645   | 0.2428 | 0.2670 | -0.2846    | changed
204 | 290 | 0.0771  | 0.1240   | 0.2130 | 0.3737 | 0.0461  | 0.0842   | 0.2681 | 0.3000 | -0.2177    | changed
204 | 292 | 0.0779  | 0.1688   | 0.1466 | 0.4787 | 0.0365  | 0.1793   | 0.1609 | 0.4335 | -0.0725    | stable
204 | 294 | 0.1072  | 0.1417   | 0.1647 | 0.4695 | 0.1103  | 0.1472   | 0.1938 | 0.4260 | -0.1060    | stable
204 | 296 | 0.1106  | 0.1180   | 0.1317 | 0.3182 | 0.1223  | 0.1284   | 0.1505 | 0.2875 | -0.1017    | stable
204 | 298 | 0.0949  | 0.1113   | 0.1930 | 0.3850 | 0.0711  | 0.0907   | 0.2826 | 0.2774 | -0.3415    | changed
204 | 300 | 0.0753  | 0.1338   | 0.1471 | 0.4331 | 0.1024  | 0.1118   | 0.2103 | 0.3572 | -0.2340    | changed
204 | 302 | 0.1100  | 0.1160   | 0.1372 | 0.3565 | 0.1139  | 0.1442   | 0.1870 | 0.2879 | -0.2317    | changed
204 | 304 | 0.1151  | 0.1782   | 0.1829 | 0.4873 | 0.1462  | 0.1787   | 0.1824 | 0.4486 | -0.0323    | stable
204 | 306 | 0.0707  | 0.1433   | 0.1454 | 0.6274 | 0.0593  | 0.1425   | 0.1827 | 0.5694 | -0.1095    | stable
204 | 308 | 0.0617  | 0.1362   | 0.1357 | 0.5221 | 0.0671  | 0.1224   | 0.2105 | 0.5275 | -0.1579    | changed
204 | 310 | 0.0681  | 0.1096   | 0.1787 | 0.4673 | 0.0704  | 0.1137   | 0.1633 | 0.4290 | +0.0019    | stable
204 | 312 | 0.1161  | 0.1356   | 0.1586 | 0.4675 | 0.1228  | 0.1564   | 0.1711 | 0.3910 | -0.1022    | stable
204 | 314 | 0.0610  | 0.1261   | 0.1786 | 0.3288 | 0.0753  | 0.1350   | 0.2216 | 0.2623 | -0.2119    | changed
204 | 316 | 0.0759  | 0.1658   | 0.1288 | 0.4138 | 0.1214  | 0.1636   | 0.1761 | 0.3779 | -0.1609    | changed
204 | 318 | 0.1112  | 0.1332   | 0.1514 | 0.6404 | 0.1131  | 0.1297   | 0.1446 | 0.4995 | -0.0666    | stable
204 | 320 | 0.0870  | 0.1288   | 0.1801 | 0.3671 | 0.0787  | 0.1074   | 0.2051 | 0.3169 | -0.1275    | stable
204 | 322 | 0.0677  | 0.1532   | 0.1245 | 0.3904 | 0.0723  | 0.1688   | 0.1210 | 0.3054 | -0.0839    | stable
204 | 324 | 0.0874  | 0.1438   | 0.1611 | 0.4726 | 0.0984  | 0.1520   | 0.1950 | 0.3886 | -0.1599    | changed
204 | 326 | 0.0800  | 0.1374   | 0.1827 | 0.3054 | 0.0793  | 0.1387   | 0.1984 | 0.1545 | -0.3758    | changed
204 | 328 | 0.0944  | 0.1099   | 0.1242 | 0.3813 | 0.1178  | 0.0942   | 0.1301 | 0.3520 | -0.0483    | stable
204 | 330 | 0.1006  | 0.1695   | 0.1629 | 0.6197 | 0.0973  | 0.2043   | 0.2094 | 0.5523 | -0.1335    | stable
204 | 332 | 0.0788  | 0.1305   | 0.1905 | 0.3220 | 0.0951  | 0.1400   | 0.2048 | 0.2684 | -0.1222    | stable
204 | 334 | 0.1043  | 0.1000   | 0.1891 | 0.3643 | 0.0952  | 0.0921   | 0.2257 | 0.2977 | -0.1790    | changed
204 | 336 | 0.0899  | 0.1440   | 0.1246 | 0.4307 | 0.0939  | 0.1428   | 0.1111 | 0.3522 | -0.0308    | stable
204 | 338 | 0.0949  | 0.1531   | 0.2105 | 0.3815 | 0.1065  | 0.1877   | 0.2275 | 0.3290 | -0.1065    | stable
204 | 340 | 0.1062  | 0.1602   | 0.1290 | 0.3417 | 0.1035  | 0.1672   | 0.1410 | 0.2525 | -0.1685    | changed
204 | 342 | 0.0680  | 0.1431   | 0.1685 | 0.3332 | 0.0712  | 0.1033   | 0.1980 | 0.2577 | -0.1973    | changed
204 | 344 | 0.1120  | 0.1015   | 0.1429 | 0.5084 | 0.1257  | 0.0955   | 0.2025 | 0.4779 | -0.1564    | changed
204 | 346 | 0.1161  | 0.1209   | 0.1872 | 0.3444 | 0.1487  | 0.1168   | 0.2872 | 0.2761 | -0.3154    | changed
204 | 348 | 0.1152  | 0.1265   | 0.1691 | 0.4854 | 0.1033  | 0.1231   | 0.1643 | 0.4466 | -0.0212    | stable
204 | 350 | 0.0834  | 0.1770   | 0.1565 | 0.3217 | 0.0782  | 0.1775   | 0.2584 | 0.2581 | -0.3461    | changed
204 | 352 | 0.1140  | 0.1063   | 0.1628 | 0.6132 | 0.1071  | 0.1220   | 0.2458 | 0.5183 | -0.2238    | changed
204 | 354 | 0.1030  | 0.1559   | 0.1309 | 0.6340 | 0.1067  | 0.1742   | 0.1935 | 0.5189 | -0.2009    | changed
204 | 356 | 0.0913  | 0.1791   | 0.1514 | 0.5816 | 0.1136  | 0.1932   | 0.2067 | 0.4804 | -0.1886    | changed
