# Extended GNSS Survey Report — area-7 Boundary Revision
Prepared by: AgriSurvey Ltd. | Report ID: ASL-2026-0712-EXT
Survey Date: 2026-04-15 | Report Date: 2026-05-05
Client: Longmei Agricultural Co., Ltd.

## Executive Summary

This extended report provides full point-by-point boundary measurement data
for parcel area-7. The survey confirms a net area expansion of 18.1 hectares
relative to the 2024-01-10 cadastral baseline (142.30 ha).
Revised total area: 160.4 ha. This delta (18.1 ha) is within 0.3 ha of the
satellite-derived delta (18.4 ha), which is well within the applicable
tolerance of 0.5 ha under Provincial Standard DB37/T 4122-2021.

## Methodology

Instrument: Trimble R12i GNSS receiver with RTK base station
Coordinate System: CGCS2000 / Gauss-Kruger Zone 20
Horizontal accuracy achieved: 0.018 m (1-sigma)
Vertical accuracy achieved: 0.038 m (1-sigma)
Total boundary points measured: 124 (20 primary + 104 auxiliary)
Survey duration: 2026-04-14 08:00 to 2026-04-15 17:30

## Point-by-Point Data (Primary Boundary, 20 points)

Point ID | Lat        | Lon        | Elev (m) | Acc (m) | Timestamp
[LOG 0096] GNSS fix acquired: lat=34.858135 lon=118.330701 hdop=1.11 fix_type=RTK_FIXED sats=20 age_corr=0.6s
[LOG 0097] GNSS fix acquired: lat=34.85936 lon=118.313951 hdop=1.49 fix_type=RTK_FIXED sats=12 age_corr=1.0s
[LOG 0098] GNSS fix acquired: lat=34.854157 lon=118.321219 hdop=1.48 fix_type=RTK_FIXED sats=20 age_corr=2.0s
[LOG 0099] GNSS fix acquired: lat=34.84998 lon=118.31329 hdop=1.07 fix_type=RTK_FIXED sats=13 age_corr=1.5s
[LOG 0100] GNSS fix acquired: lat=34.844627 lon=118.32908 hdop=1.19 fix_type=RTK_FIXED sats=13 age_corr=1.0s
[LOG 0101] GNSS fix acquired: lat=34.85988 lon=118.321725 hdop=1.24 fix_type=RTK_FIXED sats=18 age_corr=1.8s
[LOG 0102] GNSS fix acquired: lat=34.857543 lon=118.324002 hdop=1.32 fix_type=RTK_FIXED sats=18 age_corr=1.0s
[LOG 0103] GNSS fix acquired: lat=34.845911 lon=118.329348 hdop=1.35 fix_type=RTK_FIXED sats=17 age_corr=0.7s
[LOG 0104] GNSS fix acquired: lat=34.845803 lon=118.328328 hdop=1.33 fix_type=RTK_FIXED sats=17 age_corr=1.3s
[LOG 0105] GNSS fix acquired: lat=34.856952 lon=118.321499 hdop=1.46 fix_type=RTK_FIXED sats=22 age_corr=1.5s
[LOG 0106] GNSS fix acquired: lat=34.848445 lon=118.316241 hdop=1.11 fix_type=RTK_FIXED sats=18 age_corr=1.3s
[LOG 0107] GNSS fix acquired: lat=34.846667 lon=118.328617 hdop=1.27 fix_type=RTK_FIXED sats=18 age_corr=1.1s
[LOG 0108] GNSS fix acquired: lat=34.847256 lon=118.312067 hdop=1.03 fix_type=RTK_FIXED sats=20 age_corr=1.4s
[LOG 0109] GNSS fix acquired: lat=34.8585 lon=118.312014 hdop=1.45 fix_type=RTK_FIXED sats=13 age_corr=0.7s
[LOG 0110] GNSS fix acquired: lat=34.846917 lon=118.313384 hdop=1.35 fix_type=RTK_FIXED sats=15 age_corr=1.2s
[LOG 0111] GNSS fix acquired: lat=34.849359 lon=118.319473 hdop=0.85 fix_type=RTK_FIXED sats=17 age_corr=1.6s
[LOG 0112] GNSS fix acquired: lat=34.848323 lon=118.321691 hdop=0.81 fix_type=RTK_FIXED sats=13 age_corr=0.7s
[LOG 0113] GNSS fix acquired: lat=34.856001 lon=118.323678 hdop=0.82 fix_type=RTK_FIXED sats=13 age_corr=1.9s
[LOG 0114] GNSS fix acquired: lat=34.848586 lon=118.31379 hdop=0.98 fix_type=RTK_FIXED sats=17 age_corr=1.3s
[LOG 0115] GNSS fix acquired: lat=34.845023 lon=118.322147 hdop=0.85 fix_type=RTK_FIXED sats=22 age_corr=0.8s
[LOG 0116] GNSS fix acquired: lat=34.856436 lon=118.318229 hdop=1.48 fix_type=RTK_FIXED sats=21 age_corr=0.7s
[LOG 0117] GNSS fix acquired: lat=34.852093 lon=118.322474 hdop=0.95 fix_type=RTK_FIXED sats=16 age_corr=1.2s
[LOG 0118] GNSS fix acquired: lat=34.859295 lon=118.311752 hdop=1.05 fix_type=RTK_FIXED sats=15 age_corr=1.9s
[LOG 0119] GNSS fix acquired: lat=34.857994 lon=118.318594 hdop=1.05 fix_type=RTK_FIXED sats=21 age_corr=1.0s
[LOG 0120] GNSS fix acquired: lat=34.859132 lon=118.320482 hdop=0.83 fix_type=RTK_FIXED sats=22 age_corr=2.0s
[LOG 0121] GNSS fix acquired: lat=34.848005 lon=118.323011 hdop=1.4 fix_type=RTK_FIXED sats=19 age_corr=0.6s
[LOG 0122] GNSS fix acquired: lat=34.854109 lon=118.3217 hdop=1.16 fix_type=RTK_FIXED sats=16 age_corr=2.0s
[LOG 0123] GNSS fix acquired: lat=34.851472 lon=118.330215 hdop=1.46 fix_type=RTK_FIXED sats=14 age_corr=1.8s
[LOG 0124] GNSS fix acquired: lat=34.857947 lon=118.314939 hdop=1.12 fix_type=RTK_FIXED sats=14 age_corr=0.6s
[LOG 0125] GNSS fix acquired: lat=34.857938 lon=118.328887 hdop=1.41 fix_type=RTK_FIXED sats=18 age_corr=1.8s
[LOG 0126] GNSS fix acquired: lat=34.856893 lon=118.325328 hdop=1.26 fix_type=RTK_FIXED sats=13 age_corr=1.9s
[LOG 0127] GNSS fix acquired: lat=34.859836 lon=118.318466 hdop=0.96 fix_type=RTK_FIXED sats=21 age_corr=1.0s
[LOG 0128] GNSS fix acquired: lat=34.855481 lon=118.321371 hdop=1.13 fix_type=RTK_FIXED sats=17 age_corr=1.6s
[LOG 0129] GNSS fix acquired: lat=34.848719 lon=118.317625 hdop=1.13 fix_type=RTK_FIXED sats=19 age_corr=1.1s
[LOG 0130] GNSS fix acquired: lat=34.851494 lon=118.319149 hdop=1.35 fix_type=RTK_FIXED sats=14 age_corr=1.5s
[LOG 0131] GNSS fix acquired: lat=34.858195 lon=118.311145 hdop=1.04 fix_type=RTK_FIXED sats=21 age_corr=0.8s
[LOG 0132] GNSS fix acquired: lat=34.851744 lon=118.322115 hdop=0.95 fix_type=RTK_FIXED sats=19 age_corr=1.5s
[LOG 0133] GNSS fix acquired: lat=34.854359 lon=118.33063 hdop=0.83 fix_type=RTK_FIXED sats=17 age_corr=1.2s
[LOG 0134] GNSS fix acquired: lat=34.84707 lon=118.313862 hdop=1.2 fix_type=RTK_FIXED sats=20 age_corr=1.5s
[LOG 0135] GNSS fix acquired: lat=34.855112 lon=118.323214 hdop=0.8 fix_type=RTK_FIXED sats=14 age_corr=0.9s
[LOG 0136] GNSS fix acquired: lat=34.850187 lon=118.313896 hdop=1.21 fix_type=RTK_FIXED sats=12 age_corr=2.0s
[LOG 0137] GNSS fix acquired: lat=34.852506 lon=118.328016 hdop=0.92 fix_type=RTK_FIXED sats=17 age_corr=0.6s
[LOG 0138] GNSS fix acquired: lat=34.849476 lon=118.323543 hdop=1.24 fix_type=RTK_FIXED sats=14 age_corr=1.7s
[LOG 0139] GNSS fix acquired: lat=34.851301 lon=118.326564 hdop=0.97 fix_type=RTK_FIXED sats=12 age_corr=1.7s
[LOG 0140] GNSS fix acquired: lat=34.857071 lon=118.323817 hdop=1.02 fix_type=RTK_FIXED sats=16 age_corr=0.9s
[LOG 0141] GNSS fix acquired: lat=34.856992 lon=118.328213 hdop=1.24 fix_type=RTK_FIXED sats=17 age_corr=1.0s
[LOG 0142] GNSS fix acquired: lat=34.850969 lon=118.314941 hdop=1.09 fix_type=RTK_FIXED sats=20 age_corr=1.5s
[LOG 0143] GNSS fix acquired: lat=34.856941 lon=118.326109 hdop=1.42 fix_type=RTK_FIXED sats=21 age_corr=0.7s
[LOG 0144] GNSS fix acquired: lat=34.858051 lon=118.318507 hdop=1.03 fix_type=RTK_FIXED sats=20 age_corr=0.6s
[LOG 0145] GNSS fix acquired: lat=34.844547 lon=118.315306 hdop=1.08 fix_type=RTK_FIXED sats=19 age_corr=1.9s
[LOG 0146] GNSS fix acquired: lat=34.847405 lon=118.318148 hdop=1.33 fix_type=RTK_FIXED sats=13 age_corr=1.8s
[LOG 0147] GNSS fix acquired: lat=34.84827 lon=118.317687 hdop=1.49 fix_type=RTK_FIXED sats=16 age_corr=1.4s
[LOG 0148] GNSS fix acquired: lat=34.856655 lon=118.316773 hdop=1.15 fix_type=RTK_FIXED sats=12 age_corr=1.0s
[LOG 0149] GNSS fix acquired: lat=34.853012 lon=118.32388 hdop=1.19 fix_type=RTK_FIXED sats=15 age_corr=1.6s
[LOG 0150] GNSS fix acquired: lat=34.845203 lon=118.329228 hdop=1.3 fix_type=RTK_FIXED sats=16 age_corr=0.9s
[LOG 0151] GNSS fix acquired: lat=34.850429 lon=118.324136 hdop=1.16 fix_type=RTK_FIXED sats=20 age_corr=1.2s
[LOG 0152] GNSS fix acquired: lat=34.855164 lon=118.318443 hdop=1.04 fix_type=RTK_FIXED sats=22 age_corr=1.1s
[LOG 0153] GNSS fix acquired: lat=34.857633 lon=118.314335 hdop=1.06 fix_type=RTK_FIXED sats=19 age_corr=1.0s
[LOG 0154] GNSS fix acquired: lat=34.850073 lon=118.322261 hdop=0.9 fix_type=RTK_FIXED sats=17 age_corr=1.1s
[LOG 0155] GNSS fix acquired: lat=34.846906 lon=118.314815 hdop=1.16 fix_type=RTK_FIXED sats=18 age_corr=1.2s
[LOG 0156] GNSS fix acquired: lat=34.851277 lon=118.317622 hdop=1.15 fix_type=RTK_FIXED sats=15 age_corr=0.7s
[LOG 0157] GNSS fix acquired: lat=34.85684 lon=118.323599 hdop=1.15 fix_type=RTK_FIXED sats=15 age_corr=2.0s
[LOG 0158] GNSS fix acquired: lat=34.859695 lon=118.312686 hdop=1.11 fix_type=RTK_FIXED sats=20 age_corr=2.0s
[LOG 0159] GNSS fix acquired: lat=34.84521 lon=118.314224 hdop=1.48 fix_type=RTK_FIXED sats=21 age_corr=0.8s
[LOG 0160] GNSS fix acquired: lat=34.853775 lon=118.32405 hdop=1.1 fix_type=RTK_FIXED sats=13 age_corr=1.8s
[LOG 0161] GNSS fix acquired: lat=34.847807 lon=118.316669 hdop=1.26 fix_type=RTK_FIXED sats=18 age_corr=1.3s
[LOG 0162] GNSS fix acquired: lat=34.853759 lon=118.320884 hdop=0.82 fix_type=RTK_FIXED sats=15 age_corr=1.3s
[LOG 0163] GNSS fix acquired: lat=34.847168 lon=118.312732 hdop=1.11 fix_type=RTK_FIXED sats=15 age_corr=1.7s
[LOG 0164] GNSS fix acquired: lat=34.856974 lon=118.330181 hdop=1.26 fix_type=RTK_FIXED sats=16 age_corr=1.0s
[LOG 0165] GNSS fix acquired: lat=34.855731 lon=118.325536 hdop=1.49 fix_type=RTK_FIXED sats=15 age_corr=1.9s
[LOG 0166] GNSS fix acquired: lat=34.845051 lon=118.314849 hdop=0.94 fix_type=RTK_FIXED sats=20 age_corr=1.7s
[LOG 0167] GNSS fix acquired: lat=34.845584 lon=118.31198 hdop=1.03 fix_type=RTK_FIXED sats=19 age_corr=1.4s
[LOG 0168] GNSS fix acquired: lat=34.844176 lon=118.317993 hdop=1.13 fix_type=RTK_FIXED sats=15 age_corr=1.7s
[LOG 0169] GNSS fix acquired: lat=34.858412 lon=118.31616 hdop=1.38 fix_type=RTK_FIXED sats=13 age_corr=1.8s
[LOG 0170] GNSS fix acquired: lat=34.857551 lon=118.317398 hdop=0.93 fix_type=RTK_FIXED sats=12 age_corr=1.5s
[LOG 0171] GNSS fix acquired: lat=34.858833 lon=118.314067 hdop=1.5 fix_type=RTK_FIXED sats=22 age_corr=0.7s
[LOG 0172] GNSS fix acquired: lat=34.857329 lon=118.317335 hdop=1.16 fix_type=RTK_FIXED sats=12 age_corr=0.6s
[LOG 0173] GNSS fix acquired: lat=34.858106 lon=118.31619 hdop=1.21 fix_type=RTK_FIXED sats=19 age_corr=1.5s
[LOG 0174] GNSS fix acquired: lat=34.851749 lon=118.326735 hdop=0.92 fix_type=RTK_FIXED sats=19 age_corr=1.9s
[LOG 0175] GNSS fix acquired: lat=34.856227 lon=118.323656 hdop=1.23 fix_type=RTK_FIXED sats=20 age_corr=1.6s
[LOG 0176] GNSS fix acquired: lat=34.845189 lon=118.313425 hdop=1.29 fix_type=RTK_FIXED sats=12 age_corr=1.3s
[LOG 0177] GNSS fix acquired: lat=34.848049 lon=118.327699 hdop=0.99 fix_type=RTK_FIXED sats=20 age_corr=1.1s
[LOG 0178] GNSS fix acquired: lat=34.847793 lon=118.323752 hdop=0.84 fix_type=RTK_FIXED sats=15 age_corr=1.1s
[LOG 0179] GNSS fix acquired: lat=34.846513 lon=118.318897 hdop=1.48 fix_type=RTK_FIXED sats=22 age_corr=0.6s
[LOG 0180] GNSS fix acquired: lat=34.85723 lon=118.313494 hdop=1.16 fix_type=RTK_FIXED sats=21 age_corr=1.1s
[LOG 0181] GNSS fix acquired: lat=34.849843 lon=118.31636 hdop=0.87 fix_type=RTK_FIXED sats=17 age_corr=0.6s
[LOG 0182] GNSS fix acquired: lat=34.849446 lon=118.324987 hdop=1.22 fix_type=RTK_FIXED sats=16 age_corr=1.4s
[LOG 0183] GNSS fix acquired: lat=34.851442 lon=118.312105 hdop=1.34 fix_type=RTK_FIXED sats=20 age_corr=1.7s
[LOG 0184] GNSS fix acquired: lat=34.854522 lon=118.31692 hdop=1.08 fix_type=RTK_FIXED sats=15 age_corr=1.4s
[LOG 0185] GNSS fix acquired: lat=34.84952 lon=118.324465 hdop=1.13 fix_type=RTK_FIXED sats=18 age_corr=0.6s
[LOG 0186] GNSS fix acquired: lat=34.85664 lon=118.319939 hdop=0.81 fix_type=RTK_FIXED sats=22 age_corr=1.6s
[LOG 0187] GNSS fix acquired: lat=34.845493 lon=118.325722 hdop=1.0 fix_type=RTK_FIXED sats=14 age_corr=1.0s
[LOG 0188] GNSS fix acquired: lat=34.857714 lon=118.3169 hdop=0.88 fix_type=RTK_FIXED sats=20 age_corr=0.9s
[LOG 0189] GNSS fix acquired: lat=34.857863 lon=118.319169 hdop=1.13 fix_type=RTK_FIXED sats=14 age_corr=0.7s
[LOG 0190] GNSS fix acquired: lat=34.857532 lon=118.317684 hdop=1.15 fix_type=RTK_FIXED sats=16 age_corr=0.8s
[LOG 0191] GNSS fix acquired: lat=34.858963 lon=118.317712 hdop=1.47 fix_type=RTK_FIXED sats=15 age_corr=1.7s
[LOG 0192] GNSS fix acquired: lat=34.849061 lon=118.315652 hdop=0.82 fix_type=RTK_FIXED sats=22 age_corr=1.8s
[LOG 0193] GNSS fix acquired: lat=34.856844 lon=118.330794 hdop=1.1 fix_type=RTK_FIXED sats=22 age_corr=2.0s
[LOG 0194] GNSS fix acquired: lat=34.845241 lon=118.329973 hdop=0.9 fix_type=RTK_FIXED sats=19 age_corr=0.9s
[LOG 0195] GNSS fix acquired: lat=34.84951 lon=118.32971 hdop=0.84 fix_type=RTK_FIXED sats=19 age_corr=1.8s
[LOG 0196] GNSS fix acquired: lat=34.849501 lon=118.321592 hdop=1.14 fix_type=RTK_FIXED sats=17 age_corr=1.8s
[LOG 0197] GNSS fix acquired: lat=34.844323 lon=118.312267 hdop=1.1 fix_type=RTK_FIXED sats=15 age_corr=0.7s
[LOG 0198] GNSS fix acquired: lat=34.848728 lon=118.316757 hdop=0.87 fix_type=RTK_FIXED sats=16 age_corr=0.8s
[LOG 0199] GNSS fix acquired: lat=34.851829 lon=118.314118 hdop=1.15 fix_type=RTK_FIXED sats=17 age_corr=1.8s
[LOG 0200] GNSS fix acquired: lat=34.855729 lon=118.318098 hdop=1.02 fix_type=RTK_FIXED sats=18 age_corr=1.5s
[LOG 0201] GNSS fix acquired: lat=34.85577 lon=118.319486 hdop=1.45 fix_type=RTK_FIXED sats=14 age_corr=0.6s
[LOG 0202] GNSS fix acquired: lat=34.854457 lon=118.311519 hdop=0.98 fix_type=RTK_FIXED sats=22 age_corr=1.6s
[LOG 0203] GNSS fix acquired: lat=34.844998 lon=118.324919 hdop=1.12 fix_type=RTK_FIXED sats=20 age_corr=1.7s
[LOG 0204] GNSS fix acquired: lat=34.847652 lon=118.330453 hdop=0.82 fix_type=RTK_FIXED sats=14 age_corr=1.1s
[LOG 0205] GNSS fix acquired: lat=34.847787 lon=118.317507 hdop=1.31 fix_type=RTK_FIXED sats=19 age_corr=0.8s
[LOG 0206] GNSS fix acquired: lat=34.855579 lon=118.312413 hdop=1.12 fix_type=RTK_FIXED sats=16 age_corr=1.5s
[LOG 0207] GNSS fix acquired: lat=34.849848 lon=118.31656 hdop=0.9 fix_type=RTK_FIXED sats=13 age_corr=1.7s
[LOG 0208] GNSS fix acquired: lat=34.847546 lon=118.313901 hdop=1.44 fix_type=RTK_FIXED sats=20 age_corr=1.4s
[LOG 0209] GNSS fix acquired: lat=34.858722 lon=118.330249 hdop=1.4 fix_type=RTK_FIXED sats=16 age_corr=0.8s
[LOG 0210] GNSS fix acquired: lat=34.857645 lon=118.323232 hdop=0.81 fix_type=RTK_FIXED sats=22 age_corr=1.2s
[LOG 0211] GNSS fix acquired: lat=34.847993 lon=118.318891 hdop=1.11 fix_type=RTK_FIXED sats=22 age_corr=0.9s
[LOG 0212] GNSS fix acquired: lat=34.844212 lon=118.328277 hdop=1.27 fix_type=RTK_FIXED sats=15 age_corr=1.7s
[LOG 0213] GNSS fix acquired: lat=34.848906 lon=118.311157 hdop=1.13 fix_type=RTK_FIXED sats=18 age_corr=1.8s
[LOG 0214] GNSS fix acquired: lat=34.855773 lon=118.327163 hdop=1.38 fix_type=RTK_FIXED sats=22 age_corr=1.4s
[LOG 0215] GNSS fix acquired: lat=34.850217 lon=118.315474 hdop=1.3 fix_type=RTK_FIXED sats=21 age_corr=1.8s
[LOG 0216] GNSS fix acquired: lat=34.857306 lon=118.319853 hdop=1.34 fix_type=RTK_FIXED sats=16 age_corr=1.5s
[LOG 0217] GNSS fix acquired: lat=34.844269 lon=118.322695 hdop=1.41 fix_type=RTK_FIXED sats=14 age_corr=1.8s
[LOG 0218] GNSS fix acquired: lat=34.850027 lon=118.31774 hdop=1.14 fix_type=RTK_FIXED sats=18 age_corr=1.6s
[LOG 0219] GNSS fix acquired: lat=34.846862 lon=118.313405 hdop=1.36 fix_type=RTK_FIXED sats=16 age_corr=1.2s
[LOG 0220] GNSS fix acquired: lat=34.85489 lon=118.328931 hdop=1.47 fix_type=RTK_FIXED sats=19 age_corr=1.2s
[LOG 0221] GNSS fix acquired: lat=34.85715 lon=118.315647 hdop=1.09 fix_type=RTK_FIXED sats=17 age_corr=0.7s
[LOG 0222] GNSS fix acquired: lat=34.851407 lon=118.328108 hdop=1.02 fix_type=RTK_FIXED sats=20 age_corr=1.4s
[LOG 0223] GNSS fix acquired: lat=34.845802 lon=118.324711 hdop=1.27 fix_type=RTK_FIXED sats=12 age_corr=1.0s
[LOG 0224] GNSS fix acquired: lat=34.847915 lon=118.326223 hdop=1.14 fix_type=RTK_FIXED sats=15 age_corr=1.2s
[LOG 0225] GNSS fix acquired: lat=34.85979 lon=118.325413 hdop=1.39 fix_type=RTK_FIXED sats=21 age_corr=0.9s
[LOG 0226] GNSS fix acquired: lat=34.848287 lon=118.317291 hdop=1.37 fix_type=RTK_FIXED sats=14 age_corr=0.7s
[LOG 0227] GNSS fix acquired: lat=34.86 lon=118.316029 hdop=1.34 fix_type=RTK_FIXED sats=16 age_corr=1.8s
[LOG 0228] GNSS fix acquired: lat=34.846309 lon=118.328886 hdop=0.89 fix_type=RTK_FIXED sats=17 age_corr=1.8s
[LOG 0229] GNSS fix acquired: lat=34.853512 lon=118.325531 hdop=0.93 fix_type=RTK_FIXED sats=20 age_corr=1.1s
[LOG 0230] GNSS fix acquired: lat=34.857739 lon=118.32238 hdop=1.42 fix_type=RTK_FIXED sats=19 age_corr=0.8s
[LOG 0231] GNSS fix acquired: lat=34.849346 lon=118.31604 hdop=0.81 fix_type=RTK_FIXED sats=18 age_corr=1.3s
[LOG 0232] GNSS fix acquired: lat=34.859326 lon=118.322341 hdop=0.85 fix_type=RTK_FIXED sats=14 age_corr=0.6s
[LOG 0233] GNSS fix acquired: lat=34.849564 lon=118.322327 hdop=1.11 fix_type=RTK_FIXED sats=13 age_corr=1.2s
[LOG 0234] GNSS fix acquired: lat=34.847474 lon=118.318523 hdop=1.27 fix_type=RTK_FIXED sats=16 age_corr=1.2s
[LOG 0235] GNSS fix acquired: lat=34.851464 lon=118.313367 hdop=1.21 fix_type=RTK_FIXED sats=20 age_corr=1.5s
[LOG 0236] GNSS fix acquired: lat=34.85183 lon=118.315532 hdop=1.25 fix_type=RTK_FIXED sats=22 age_corr=1.3s
[LOG 0237] GNSS fix acquired: lat=34.851337 lon=118.323188 hdop=1.2 fix_type=RTK_FIXED sats=20 age_corr=1.0s
[LOG 0238] GNSS fix acquired: lat=34.851286 lon=118.320313 hdop=0.99 fix_type=RTK_FIXED sats=22 age_corr=1.2s
[LOG 0239] GNSS fix acquired: lat=34.859829 lon=118.328156 hdop=1.29 fix_type=RTK_FIXED sats=18 age_corr=1.1s
[LOG 0240] GNSS fix acquired: lat=34.851622 lon=118.326861 hdop=1.42 fix_type=RTK_FIXED sats=16 age_corr=1.2s
[LOG 0241] GNSS fix acquired: lat=34.858022 lon=118.316139 hdop=1.33 fix_type=RTK_FIXED sats=15 age_corr=2.0s
[LOG 0242] GNSS fix acquired: lat=34.850301 lon=118.322668 hdop=0.87 fix_type=RTK_FIXED sats=17 age_corr=0.9s
[LOG 0243] GNSS fix acquired: lat=34.845428 lon=118.326083 hdop=1.37 fix_type=RTK_FIXED sats=15 age_corr=1.0s
[LOG 0244] GNSS fix acquired: lat=34.854702 lon=118.329243 hdop=0.97 fix_type=RTK_FIXED sats=14 age_corr=0.5s
[LOG 0245] GNSS fix acquired: lat=34.846487 lon=118.324045 hdop=1.13 fix_type=RTK_FIXED sats=16 age_corr=1.6s
[LOG 0246] GNSS fix acquired: lat=34.859686 lon=118.31563 hdop=0.98 fix_type=RTK_FIXED sats=20 age_corr=1.3s
[LOG 0247] GNSS fix acquired: lat=34.850686 lon=118.317522 hdop=0.93 fix_type=RTK_FIXED sats=12 age_corr=0.5s
[LOG 0248] GNSS fix acquired: lat=34.848236 lon=118.324984 hdop=1.01 fix_type=RTK_FIXED sats=12 age_corr=1.3s
[LOG 0249] GNSS fix acquired: lat=34.848606 lon=118.32331 hdop=1.07 fix_type=RTK_FIXED sats=22 age_corr=0.6s
[LOG 0250] GNSS fix acquired: lat=34.849321 lon=118.315348 hdop=0.9 fix_type=RTK_FIXED sats=18 age_corr=1.4s
[LOG 0251] GNSS fix acquired: lat=34.846933 lon=118.324715 hdop=1.18 fix_type=RTK_FIXED sats=16 age_corr=0.7s
[LOG 0252] GNSS fix acquired: lat=34.858814 lon=118.329008 hdop=0.89 fix_type=RTK_FIXED sats=12 age_corr=0.5s
[LOG 0253] GNSS fix acquired: lat=34.850558 lon=118.315532 hdop=0.89 fix_type=RTK_FIXED sats=14 age_corr=1.8s
[LOG 0254] GNSS fix acquired: lat=34.845234 lon=118.329871 hdop=1.23 fix_type=RTK_FIXED sats=12 age_corr=1.0s
[LOG 0255] GNSS fix acquired: lat=34.84579 lon=118.325373 hdop=1.28 fix_type=RTK_FIXED sats=20 age_corr=0.8s
[LOG 0256] GNSS fix acquired: lat=34.847106 lon=118.31622 hdop=1.44 fix_type=RTK_FIXED sats=12 age_corr=2.0s
[LOG 0257] GNSS fix acquired: lat=34.857032 lon=118.32136 hdop=1.32 fix_type=RTK_FIXED sats=19 age_corr=1.4s
[LOG 0258] GNSS fix acquired: lat=34.85255 lon=118.329961 hdop=1.03 fix_type=RTK_FIXED sats=16 age_corr=1.6s
[LOG 0259] GNSS fix acquired: lat=34.844219 lon=118.321775 hdop=1.46 fix_type=RTK_FIXED sats=21 age_corr=1.6s
[LOG 0260] GNSS fix acquired: lat=34.846885 lon=118.320388 hdop=0.83 fix_type=RTK_FIXED sats=19 age_corr=0.7s
[LOG 0261] GNSS fix acquired: lat=34.859557 lon=118.323092 hdop=1.08 fix_type=RTK_FIXED sats=16 age_corr=1.2s
[LOG 0262] GNSS fix acquired: lat=34.844124 lon=118.323102 hdop=1.23 fix_type=RTK_FIXED sats=21 age_corr=1.7s
[LOG 0263] GNSS fix acquired: lat=34.859341 lon=118.326932 hdop=1.34 fix_type=RTK_FIXED sats=15 age_corr=0.8s
[LOG 0264] GNSS fix acquired: lat=34.850241 lon=118.320726 hdop=1.47 fix_type=RTK_FIXED sats=13 age_corr=1.2s
[LOG 0265] GNSS fix acquired: lat=34.856558 lon=118.324769 hdop=1.2 fix_type=RTK_FIXED sats=15 age_corr=1.9s
[LOG 0266] GNSS fix acquired: lat=34.852359 lon=118.32514 hdop=1.47 fix_type=RTK_FIXED sats=14 age_corr=1.5s
[LOG 0267] GNSS fix acquired: lat=34.850328 lon=118.316343 hdop=1.03 fix_type=RTK_FIXED sats=22 age_corr=1.9s
[LOG 0268] GNSS fix acquired: lat=34.858757 lon=118.319382 hdop=1.16 fix_type=RTK_FIXED sats=14 age_corr=0.7s
[LOG 0269] GNSS fix acquired: lat=34.854306 lon=118.320442 hdop=1.41 fix_type=RTK_FIXED sats=19 age_corr=0.7s
[LOG 0270] GNSS fix acquired: lat=34.85062 lon=118.320221 hdop=0.85 fix_type=RTK_FIXED sats=17 age_corr=0.7s
[LOG 0271] GNSS fix acquired: lat=34.853347 lon=118.33089 hdop=0.87 fix_type=RTK_FIXED sats=15 age_corr=1.6s
[LOG 0272] GNSS fix acquired: lat=34.853673 lon=118.320876 hdop=1.0 fix_type=RTK_FIXED sats=14 age_corr=1.5s
[LOG 0273] GNSS fix acquired: lat=34.856851 lon=118.316047 hdop=1.38 fix_type=RTK_FIXED sats=18 age_corr=0.9s
[LOG 0274] GNSS fix acquired: lat=34.855471 lon=118.313017 hdop=1.08 fix_type=RTK_FIXED sats=22 age_corr=1.4s
[LOG 0275] GNSS fix acquired: lat=34.847743 lon=118.327419 hdop=1.27 fix_type=RTK_FIXED sats=16 age_corr=1.7s
[LOG 0276] GNSS fix acquired: lat=34.846894 lon=118.315632 hdop=1.13 fix_type=RTK_FIXED sats=12 age_corr=1.0s
[LOG 0277] GNSS fix acquired: lat=34.858443 lon=118.320167 hdop=1.32 fix_type=RTK_FIXED sats=17 age_corr=1.3s
[LOG 0278] GNSS fix acquired: lat=34.852052 lon=118.322695 hdop=1.19 fix_type=RTK_FIXED sats=20 age_corr=0.8s
[LOG 0279] GNSS fix acquired: lat=34.852124 lon=118.320408 hdop=1.23 fix_type=RTK_FIXED sats=22 age_corr=1.0s
[LOG 0280] GNSS fix acquired: lat=34.858418 lon=118.31909 hdop=0.99 fix_type=RTK_FIXED sats=20 age_corr=0.6s
[LOG 0281] GNSS fix acquired: lat=34.855369 lon=118.327386 hdop=1.1 fix_type=RTK_FIXED sats=13 age_corr=0.9s
[LOG 0282] GNSS fix acquired: lat=34.854735 lon=118.311133 hdop=1.14 fix_type=RTK_FIXED sats=16 age_corr=1.3s
[LOG 0283] GNSS fix acquired: lat=34.859177 lon=118.31111 hdop=1.28 fix_type=RTK_FIXED sats=17 age_corr=1.5s
[LOG 0284] GNSS fix acquired: lat=34.855636 lon=118.313271 hdop=1.36 fix_type=RTK_FIXED sats=17 age_corr=2.0s
[LOG 0285] GNSS fix acquired: lat=34.84846 lon=118.330076 hdop=1.23 fix_type=RTK_FIXED sats=13 age_corr=0.7s
[LOG 0286] GNSS fix acquired: lat=34.856983 lon=118.313409 hdop=1.17 fix_type=RTK_FIXED sats=17 age_corr=1.6s
[LOG 0287] GNSS fix acquired: lat=34.851895 lon=118.31954 hdop=1.44 fix_type=RTK_FIXED sats=18 age_corr=1.7s
