symbol,date,open,high,low,close,volume,vwap,vwap_vs_close_diff,notes
NQ,2024-11-16,5242.87,5243.58,5175.21,5219.53,1679960,5220.3,0.77,VWAP reference for TCA analysis
ES,2024-11-06,4525.43,4591.75,4473.67,4584.38,312194,4543.81,-40.57,VWAP reference for TCA analysis
YM,2024-11-18,5195.21,5233.53,5098.07,5171.01,1379104,5174.45,3.44,VWAP reference for TCA analysis
NQ,2024-11-16,5913.56,5976.23,5866.73,5885.06,1693754,5910.4,25.34,VWAP reference for TCA analysis
NQ,2024-11-08,5206.18,5232.4,5157.6,5197.39,3639737,5198.39,1.0,VWAP reference for TCA analysis
RTY,2024-11-14,5060.71,5083.78,5053.83,5076.22,1401277,5068.64,-7.58,VWAP reference for TCA analysis
ES,2024-11-04,4927.16,5024.89,4887.41,4965.53,3420584,4951.25,-14.28,VWAP reference for TCA analysis
ES,2024-11-21,5878.21,5937.98,5833.84,5913.9,2447200,5890.98,-22.92,VWAP reference for TCA analysis
NQ,2024-11-06,4664.23,4732.46,4592.43,4625.32,4844859,4653.61,28.29,VWAP reference for TCA analysis
RTY,2024-11-21,5734.47,5746.14,5706.62,5711.11,3832987,5724.59,13.48,VWAP reference for TCA analysis
YM,2024-11-01,4996.39,5035.85,4989.46,5027.43,2891478,5012.28,-15.15,VWAP reference for TCA analysis
YM,2024-11-01,5248.13,5306.86,5237.81,5264.76,2875040,5264.39,-0.37,VWAP reference for TCA analysis
RTY,2024-11-07,5508.71,5517.29,5427.26,5513.72,198875,5491.75,-21.97,VWAP reference for TCA analysis
RTY,2024-11-04,5834.95,5928.97,5805.17,5921.73,1845500,5872.7,-49.03,VWAP reference for TCA analysis
ES,2024-11-08,4797.79,4800.45,4715.67,4763.14,4556358,4769.26,6.12,VWAP reference for TCA analysis
NQ,2024-11-30,4722.01,4814.13,4627.91,4794.63,4639400,4739.67,-54.96,VWAP reference for TCA analysis
YM,2024-11-02,5857.06,5972.34,5816.73,5847.99,3231542,5873.53,25.54,VWAP reference for TCA analysis
RTY,2024-11-14,5476.44,5536.06,5429.29,5472.47,3200964,5478.57,6.1,VWAP reference for TCA analysis
RTY,2024-11-23,5657.25,5678.85,5653.25,5667.04,754996,5664.1,-2.94,VWAP reference for TCA analysis
YM,2024-11-24,5996.71,6091.75,5901.43,5998.98,4433620,5997.22,-1.76,VWAP reference for TCA analysis
RTY,2024-11-21,4815.23,4896.45,4730.33,4834.63,1363639,4819.16,-15.47,VWAP reference for TCA analysis
RTY,2024-11-30,5050.85,5077.87,4949.98,5058.32,455763,5034.26,-24.06,VWAP reference for TCA analysis
ES,2024-11-30,4669.48,4738.1,4665.45,4701.87,4827056,4693.72,-8.15,VWAP reference for TCA analysis
YM,2024-11-29,4972.04,5008.44,4922.51,4991.75,4498033,4973.68,-18.07,VWAP reference for TCA analysis
RTY,2024-11-02,5724.4,5743.2,5623.95,5649.05,3575878,5685.15,36.1,VWAP reference for TCA analysis
RTY,2024-11-07,4436.3,4466.04,4373.38,4387.57,4366726,4415.82,28.25,VWAP reference for TCA analysis
NQ,2024-11-19,5282.88,5302.66,5222.36,5284.73,2880837,5273.16,-11.57,VWAP reference for TCA analysis
RTY,2024-11-16,4407.23,4453.19,4393.56,4417.95,1867044,4417.98,0.03,VWAP reference for TCA analysis
YM,2024-11-11,4863.86,4883.63,4789.85,4863.83,3260136,4850.29,-13.54,VWAP reference for TCA analysis
ES,2024-11-02,4831.07,4833.09,4788.03,4813.4,397293,4816.4,3.0,VWAP reference for TCA analysis
YM,2024-11-17,4711.37,4737.52,4673.09,4694.13,1219486,4704.03,9.9,VWAP reference for TCA analysis
YM,2024-11-15,4459.24,4547.73,4450.36,4475.02,988788,4483.09,8.07,VWAP reference for TCA analysis
YM,2024-11-05,5261.46,5290.22,5183.34,5202.78,3990317,5234.45,31.67,VWAP reference for TCA analysis
NQ,2024-11-25,5891.42,6000.78,5815.23,5843.51,2385712,5887.74,44.23,VWAP reference for TCA analysis
RTY,2024-11-13,4440.94,4519.42,4397.87,4458.42,4623515,4454.16,-4.26,VWAP reference for TCA analysis
ES,2024-11-09,5887.84,5937.04,5877.14,5909.54,4536573,5902.89,-6.65,VWAP reference for TCA analysis
RTY,2024-11-03,5756.0,5829.2,5745.69,5822.01,1831054,5788.23,-33.78,VWAP reference for TCA analysis
NQ,2024-11-19,5937.93,6004.51,5915.63,5979.23,4085887,5959.32,-19.91,VWAP reference for TCA analysis
YM,2024-11-20,4773.76,4830.56,4695.5,4698.15,4694642,4749.49,51.34,VWAP reference for TCA analysis
YM,2024-11-19,5418.76,5519.67,5386.98,5479.89,2534516,5451.32,-28.57,VWAP reference for TCA analysis
YM,2024-11-22,5354.1,5386.05,5322.08,5359.13,532254,5355.34,-3.79,VWAP reference for TCA analysis
RTY,2024-11-20,5515.53,5548.12,5444.35,5472.73,4809067,5495.18,22.45,VWAP reference for TCA analysis
ES,2024-11-04,5263.46,5353.73,5226.6,5326.06,2828644,5292.46,-33.6,VWAP reference for TCA analysis
RTY,2024-11-27,5410.75,5482.89,5371.99,5437.52,1743146,5425.79,-11.73,VWAP reference for TCA analysis
RTY,2024-11-01,5866.42,5886.09,5797.84,5856.12,2359898,5851.62,-4.5,VWAP reference for TCA analysis
NQ,2024-11-25,5679.04,5688.33,5624.36,5637.38,2752551,5657.28,19.9,VWAP reference for TCA analysis
RTY,2024-11-16,5179.23,5189.81,5163.45,5173.35,2030061,5176.46,3.11,VWAP reference for TCA analysis
NQ,2024-11-16,4633.09,4680.43,4579.21,4640.58,2535105,4633.33,-7.25,VWAP reference for TCA analysis
NQ,2024-11-09,5662.76,5666.58,5600.57,5610.03,232961,5634.98,24.95,VWAP reference for TCA analysis
YM,2024-11-01,4548.84,4556.85,4468.23,4522.12,1696643,4524.01,1.89,VWAP reference for TCA analysis
RTY,2024-11-10,5955.9,6048.47,5866.32,5910.73,4844252,5945.35,34.62,VWAP reference for TCA analysis
RTY,2024-11-13,5552.88,5589.15,5478.87,5485.91,3830698,5526.7,40.79,VWAP reference for TCA analysis
NQ,2024-11-14,4433.73,4472.08,4388.15,4411.94,3655430,4426.47,14.53,VWAP reference for TCA analysis
YM,2024-11-07,4535.68,4565.01,4478.09,4544.39,454654,4530.79,-13.6,VWAP reference for TCA analysis
YM,2024-11-03,5433.54,5537.26,5401.57,5403.03,2253309,5443.85,40.82,VWAP reference for TCA analysis
RTY,2024-11-03,5183.96,5194.09,5175.92,5189.08,4110836,5185.76,-3.32,VWAP reference for TCA analysis
NQ,2024-11-10,5927.45,5983.98,5885.5,5959.4,3832703,5939.08,-20.32,VWAP reference for TCA analysis
YM,2024-11-28,5384.52,5396.05,5346.01,5355.48,1651147,5370.51,15.03,VWAP reference for TCA analysis
YM,2024-11-26,5401.59,5405.95,5369.11,5387.42,1353451,5391.02,3.6,VWAP reference for TCA analysis
RTY,2024-11-14,4550.95,4633.66,4509.35,4570.53,4856917,4566.12,-4.41,VWAP reference for TCA analysis
NQ,2024-11-04,5054.8,5105.26,4991.42,5059.28,3386801,5052.69,-6.59,VWAP reference for TCA analysis
RTY,2024-11-30,4970.88,5007.26,4933.47,4960.71,2966472,4968.08,7.37,VWAP reference for TCA analysis
YM,2024-11-27,5069.61,5118.78,5054.79,5057.16,4197115,5075.09,17.93,VWAP reference for TCA analysis
NQ,2024-11-03,4732.97,4747.67,4731.27,4735.25,778613,4736.79,1.54,VWAP reference for TCA analysis
NQ,2024-11-10,4569.75,4635.64,4545.44,4632.44,2634230,4595.82,-36.62,VWAP reference for TCA analysis
YM,2024-11-20,4438.29,4497.73,4410.21,4490.53,1234621,4459.19,-31.34,VWAP reference for TCA analysis
ES,2024-11-10,4610.71,4682.28,4575.57,4678.53,1019633,4636.77,-41.76,VWAP reference for TCA analysis
YM,2024-11-07,4796.43,4859.88,4773.99,4856.68,3930413,4821.75,-34.93,VWAP reference for TCA analysis
RTY,2024-11-12,5319.21,5417.36,5229.94,5274.09,4116612,5310.15,36.06,VWAP reference for TCA analysis
ES,2024-11-22,5065.16,5090.99,5052.18,5083.79,3686122,5073.03,-10.76,VWAP reference for TCA analysis
NQ,2024-11-11,4519.35,4527.44,4508.52,4509.14,2424742,4516.11,6.97,VWAP reference for TCA analysis
YM,2024-11-18,5095.18,5147.42,5029.15,5137.42,4897700,5102.29,-35.13,VWAP reference for TCA analysis
YM,2024-11-24,5193.75,5227.69,5117.74,5127.5,1661035,5166.67,39.17,VWAP reference for TCA analysis
RTY,2024-11-23,5279.27,5296.05,5263.8,5288.82,4351502,5281.98,-6.84,VWAP reference for TCA analysis
YM,2024-11-22,4430.51,4482.07,4403.17,4446.72,1314427,4440.62,-6.1,VWAP reference for TCA analysis
NQ,2024-11-05,4633.89,4711.38,4559.94,4571.97,3671624,4619.3,47.33,VWAP reference for TCA analysis
NQ,2024-11-02,5563.5,5625.92,5474.68,5484.34,2881763,5537.11,52.77,VWAP reference for TCA analysis
ES,2024-11-26,4501.09,4545.05,4486.92,4489.69,453309,4505.69,16.0,VWAP reference for TCA analysis
YM,2024-11-10,4809.64,4822.76,4737.9,4822.64,888510,4798.24,-24.4,VWAP reference for TCA analysis
ES,2024-11-28,4608.94,4699.86,4583.11,4612.66,3259177,4626.14,13.48,VWAP reference for TCA analysis
NQ,2024-11-30,5361.8,5393.62,5280.56,5381.59,2764796,5354.39,-27.2,VWAP reference for TCA analysis
RTY,2024-11-21,4792.98,4857.22,4728.39,4819.64,2091990,4799.56,-20.08,VWAP reference for TCA analysis
YM,2024-11-01,5174.99,5231.19,5084.39,5158.35,2975955,5162.23,3.88,VWAP reference for TCA analysis
YM,2024-11-01,5302.07,5405.1,5281.3,5373.9,3345236,5340.59,-33.31,VWAP reference for TCA analysis
RTY,2024-11-22,5740.09,5800.58,5682.41,5794.49,3760476,5754.39,-40.1,VWAP reference for TCA analysis
YM,2024-11-11,5658.33,5703.97,5571.74,5580.09,3778851,5628.53,48.44,VWAP reference for TCA analysis
NQ,2024-11-30,4916.21,4937.62,4887.2,4890.05,2282350,4907.77,17.72,VWAP reference for TCA analysis
NQ,2024-11-28,4893.31,4986.61,4855.85,4972.42,292321,4927.05,-45.37,VWAP reference for TCA analysis
NQ,2024-11-26,5855.68,5886.55,5823.94,5879.32,1850999,5861.37,-17.95,VWAP reference for TCA analysis
NQ,2024-11-15,5979.74,5987.39,5930.32,5986.09,3550489,5970.89,-15.2,VWAP reference for TCA analysis
NQ,2024-11-27,4984.59,5046.44,4931.72,5032.25,2039681,4998.75,-33.5,VWAP reference for TCA analysis
NQ,2024-11-11,5000.34,5001.25,4909.94,4932.65,3754388,4961.05,28.4,VWAP reference for TCA analysis
ES,2024-11-25,4879.98,4951.95,4815.07,4883.8,1973318,4882.7,-1.1,VWAP reference for TCA analysis
YM,2024-11-09,4703.59,4775.03,4621.7,4767.27,2791942,4716.9,-50.37,VWAP reference for TCA analysis
RTY,2024-11-15,4633.87,4651.7,4552.84,4575.48,551547,4603.47,27.99,VWAP reference for TCA analysis
RTY,2024-11-21,4994.34,5076.39,4896.62,4963.11,1508271,4982.61,19.5,VWAP reference for TCA analysis
RTY,2024-11-22,5907.19,6024.56,5860.82,6021.33,4778160,5953.48,-67.85,VWAP reference for TCA analysis
RTY,2024-11-28,4764.33,4816.75,4714.61,4787.97,3499509,4770.91,-17.06,VWAP reference for TCA analysis
RTY,2024-11-15,5721.82,5771.34,5674.18,5738.21,2203786,5726.39,-11.82,VWAP reference for TCA analysis
ES,2024-11-20,5070.03,5110.38,5010.81,5043.61,931444,5058.71,15.1,VWAP reference for TCA analysis
RTY,2024-11-06,4667.11,4735.64,4614.73,4716.54,1232633,4683.51,-33.03,VWAP reference for TCA analysis
ES,2024-11-01,5001.73,5022.23,4928.97,5016.53,2352826,4992.36,-24.17,VWAP reference for TCA analysis
NQ,2024-11-24,5259.71,5262.58,5159.49,5242.64,3300276,5231.11,-11.53,VWAP reference for TCA analysis
RTY,2024-11-27,5773.36,5787.36,5702.6,5741.91,126568,5751.31,9.4,VWAP reference for TCA analysis
RTY,2024-11-27,5610.95,5634.2,5501.08,5542.88,1713796,5572.28,29.4,VWAP reference for TCA analysis
YM,2024-11-30,4915.13,4923.01,4909.17,4912.15,491037,4914.86,2.71,VWAP reference for TCA analysis
NQ,2024-11-18,4731.87,4824.08,4674.55,4780.58,301231,4752.77,-27.81,VWAP reference for TCA analysis
ES,2024-11-20,4527.05,4574.48,4460.4,4484.56,3393287,4511.62,27.06,VWAP reference for TCA analysis
ES,2024-11-27,5547.0,5609.22,5532.93,5572.51,4790590,5565.42,-7.09,VWAP reference for TCA analysis
YM,2024-11-16,4435.78,4453.78,4372.85,4413.58,4735933,4419.0,5.42,VWAP reference for TCA analysis
YM,2024-11-20,4757.73,4821.91,4704.86,4726.36,4518728,4752.72,26.36,VWAP reference for TCA analysis
ES,2024-11-18,5528.78,5570.02,5452.13,5518.54,4967059,5517.37,-1.17,VWAP reference for TCA analysis
ES,2024-11-29,5726.5,5824.21,5653.52,5726.73,1793717,5732.74,6.01,VWAP reference for TCA analysis
ES,2024-11-21,5996.76,6070.53,5903.84,5959.56,1530867,5982.67,23.11,VWAP reference for TCA analysis
ES,2024-11-02,4730.58,4795.17,4685.17,4742.66,4887839,4738.4,-4.26,VWAP reference for TCA analysis
RTY,2024-11-26,4747.53,4757.7,4669.65,4742.12,3690981,4729.25,-12.87,VWAP reference for TCA analysis
NQ,2024-11-21,5981.65,6071.15,5871.61,5951.69,3562696,5969.02,17.33,VWAP reference for TCA analysis
NQ,2024-11-09,5909.97,5982.77,5883.67,5917.95,1285970,5923.59,5.64,VWAP reference for TCA analysis
NQ,2024-11-05,5801.37,5906.81,5693.6,5824.22,798878,5806.5,-17.72,VWAP reference for TCA analysis
YM,2024-11-18,5204.97,5231.41,5132.14,5182.92,3801621,5187.86,4.94,VWAP reference for TCA analysis
RTY,2024-11-19,5703.69,5772.14,5616.06,5672.36,3608712,5691.06,18.7,VWAP reference for TCA analysis
RTY,2024-11-13,4575.45,4627.91,4509.8,4526.04,3729545,4559.8,33.76,VWAP reference for TCA analysis
ES,2024-11-13,5682.54,5686.07,5626.28,5647.1,3335869,5660.5,13.4,VWAP reference for TCA analysis
RTY,2024-11-14,5512.96,5520.51,5416.35,5461.85,3144878,5477.92,16.07,VWAP reference for TCA analysis
YM,2024-11-16,4609.64,4634.49,4532.39,4585.55,3117066,4590.52,4.97,VWAP reference for TCA analysis
NQ,2024-11-14,4626.94,4634.47,4603.02,4614.77,1967451,4619.8,5.03,VWAP reference for TCA analysis
YM,2024-11-27,5074.86,5120.87,5034.37,5042.02,2620762,5068.03,26.01,VWAP reference for TCA analysis
RTY,2024-11-04,4557.38,4566.6,4503.65,4543.01,1869313,4542.66,-0.35,VWAP reference for TCA analysis
ES,2024-11-04,4602.26,4667.7,4600.51,4607.95,3724158,4619.6,11.65,VWAP reference for TCA analysis
YM,2024-11-09,5395.13,5439.56,5296.86,5414.69,2986728,5386.56,-28.13,VWAP reference for TCA analysis
RTY,2024-11-19,4427.4,4482.99,4415.19,4432.06,2595851,4439.41,7.35,VWAP reference for TCA analysis
RTY,2024-11-08,4820.7,4904.05,4776.44,4848.6,1535954,4837.45,-11.15,VWAP reference for TCA analysis
RTY,2024-11-08,5841.12,5871.95,5759.78,5792.41,1362001,5816.31,23.9,VWAP reference for TCA analysis
NQ,2024-11-14,5355.84,5383.34,5349.44,5351.01,1435553,5359.91,8.9,VWAP reference for TCA analysis
YM,2024-11-08,5599.27,5672.9,5529.4,5597.65,2022011,5599.81,2.16,VWAP reference for TCA analysis
ES,2024-11-24,5920.33,6034.88,5804.07,5894.87,2115221,5913.54,18.67,VWAP reference for TCA analysis
YM,2024-11-22,5494.53,5553.99,5416.04,5481.32,1250130,5486.47,5.15,VWAP reference for TCA analysis
YM,2024-11-02,4922.32,5011.16,4861.39,4891.97,2746992,4921.71,29.74,VWAP reference for TCA analysis
ES,2024-11-21,5110.61,5141.73,5075.17,5098.99,469872,5106.62,7.63,VWAP reference for TCA analysis
NQ,2024-11-14,5728.44,5742.9,5709.33,5711.8,1787346,5723.12,11.32,VWAP reference for TCA analysis
NQ,2024-11-12,5107.77,5117.38,5040.54,5073.43,2195995,5084.78,11.35,VWAP reference for TCA analysis
YM,2024-11-03,4508.43,4546.51,4503.62,4533.4,2478481,4522.99,-10.41,VWAP reference for TCA analysis
RTY,2024-11-15,5504.44,5604.12,5414.21,5486.49,1131903,5502.32,15.83,VWAP reference for TCA analysis
ES,2024-11-11,5994.54,6012.52,5967.34,6003.58,4532164,5994.5,-9.08,VWAP reference for TCA analysis
NQ,2024-11-14,5233.61,5265.82,5149.96,5263.67,3774643,5228.26,-35.41,VWAP reference for TCA analysis
YM,2024-11-28,5060.34,5115.11,5016.7,5041.09,589807,5058.31,17.22,VWAP reference for TCA analysis
YM,2024-11-17,5555.64,5662.09,5491.49,5637.23,3247229,5586.61,-50.62,VWAP reference for TCA analysis
NQ,2024-11-08,4931.64,5001.45,4833.97,4954.53,4634320,4930.4,-24.13,VWAP reference for TCA analysis
RTY,2024-11-13,4699.79,4722.17,4614.52,4716.14,2307129,4688.15,-27.99,VWAP reference for TCA analysis
NQ,2024-11-04,4988.23,4998.97,4896.8,4916.99,1874360,4950.25,33.26,VWAP reference for TCA analysis
YM,2024-11-16,4762.23,4793.71,4729.31,4781.08,4117993,4766.58,-14.5,VWAP reference for TCA analysis
NQ,2024-11-23,4481.52,4537.5,4478.68,4497.52,1999999,4498.81,1.29,VWAP reference for TCA analysis
RTY,2024-11-21,4993.97,5003.56,4962.6,4975.18,2278164,4983.83,8.65,VWAP reference for TCA analysis
ES,2024-11-10,5022.92,5031.77,4996.78,5008.09,2012252,5014.89,6.8,VWAP reference for TCA analysis
YM,2024-11-03,5592.23,5680.69,5590.74,5647.0,4076970,5627.66,-19.34,VWAP reference for TCA analysis
YM,2024-11-09,4689.22,4743.44,4639.42,4681.32,105683,4688.35,7.03,VWAP reference for TCA analysis
RTY,2024-11-17,5262.7,5325.44,5185.2,5225.36,3542170,5249.68,24.32,VWAP reference for TCA analysis
YM,2024-11-18,4568.94,4637.0,4482.31,4579.14,3130087,4566.85,-12.29,VWAP reference for TCA analysis
NQ,2024-11-12,5439.75,5496.07,5374.78,5393.94,4482371,5426.13,32.19,VWAP reference for TCA analysis
YM,2024-11-24,5547.28,5557.81,5469.65,5510.45,2637376,5521.3,10.85,VWAP reference for TCA analysis
YM,2024-11-28,5216.79,5227.47,5127.76,5200.07,3719016,5193.02,-7.05,VWAP reference for TCA analysis
ES,2024-11-30,5016.21,5046.69,4943.48,5045.16,2125692,5012.89,-32.27,VWAP reference for TCA analysis
RTY,2024-11-02,5537.76,5607.91,5484.91,5588.32,2378294,5554.73,-33.59,VWAP reference for TCA analysis
YM,2024-11-01,4495.83,4536.84,4446.75,4507.28,1620948,4496.68,-10.6,VWAP reference for TCA analysis
YM,2024-11-01,4799.62,4833.06,4778.34,4792.58,2555149,4800.9,8.32,VWAP reference for TCA analysis
RTY,2024-11-06,5747.46,5837.23,5705.56,5785.93,4667983,5769.05,-16.88,VWAP reference for TCA analysis
ES,2024-11-23,5956.19,6008.74,5935.24,5996.05,1489210,5974.05,-22.0,VWAP reference for TCA analysis
NQ,2024-11-14,5561.45,5621.63,5467.99,5612.36,4927431,5565.86,-46.5,VWAP reference for TCA analysis
RTY,2024-11-12,4441.33,4441.83,4364.71,4434.63,1634877,4420.62,-14.01,VWAP reference for TCA analysis
NQ,2024-11-18,4790.31,4824.08,4786.71,4795.26,3821373,4799.09,3.83,VWAP reference for TCA analysis
ES,2024-11-01,5277.7,5324.39,5217.7,5300.87,2496213,5280.16,-20.71,VWAP reference for TCA analysis
NQ,2024-11-09,4455.53,4497.33,4386.44,4408.43,4104979,4436.93,28.5,VWAP reference for TCA analysis
ES,2024-11-27,4945.24,5039.02,4846.41,4948.85,2036535,4944.88,-3.97,VWAP reference for TCA analysis
ES,2024-11-12,5919.5,5932.04,5808.96,5889.46,3885956,5887.49,-1.97,VWAP reference for TCA analysis
ES,2024-11-26,4809.0,4847.38,4758.26,4824.0,2571179,4809.66,-14.34,VWAP reference for TCA analysis
ES,2024-11-13,4778.93,4853.48,4764.38,4792.94,4992589,4797.43,4.49,VWAP reference for TCA analysis
ES,2024-11-07,4833.49,4873.74,4791.27,4827.28,620846,4831.44,4.16,VWAP reference for TCA analysis
ES,2024-11-10,5194.26,5227.01,5188.77,5209.8,3324343,5204.96,-4.84,VWAP reference for TCA analysis
RTY,2024-11-21,5003.72,5075.52,4990.17,5009.48,4730059,5019.72,10.24,VWAP reference for TCA analysis
YM,2024-11-20,4667.12,4719.6,4666.89,4708.37,367768,4690.49,-17.88,VWAP reference for TCA analysis
ES,2024-11-22,4521.21,4569.36,4431.84,4504.55,4742780,4506.74,2.19,VWAP reference for TCA analysis
NQ,2024-11-03,5424.54,5475.11,5325.94,5330.14,1248847,5388.93,58.79,VWAP reference for TCA analysis
YM,2024-11-16,5431.73,5475.36,5384.73,5415.17,4720330,5426.75,11.58,VWAP reference for TCA analysis
RTY,2024-11-17,4987.29,5082.05,4975.74,5015.26,597178,5015.09,-0.17,VWAP reference for TCA analysis
ES,2024-11-05,4462.82,4531.65,4431.09,4487.95,754832,4478.38,-9.57,VWAP reference for TCA analysis
YM,2024-11-20,4614.17,4616.1,4597.29,4614.82,2317194,4610.6,-4.22,VWAP reference for TCA analysis
ES,2024-11-11,5844.78,5910.3,5826.32,5902.07,1976176,5870.87,-31.2,VWAP reference for TCA analysis
YM,2024-11-10,4455.11,4541.28,4430.34,4443.39,3494163,4467.53,24.14,VWAP reference for TCA analysis
NQ,2024-11-05,5353.94,5357.58,5294.58,5338.74,3211863,5336.21,-2.53,VWAP reference for TCA analysis
YM,2024-11-05,4953.68,4970.64,4946.85,4951.21,4684273,4955.6,4.39,VWAP reference for TCA analysis
ES,2024-11-16,4444.06,4490.57,4396.46,4428.91,3679488,4440.0,11.09,VWAP reference for TCA analysis
RTY,2024-11-17,5608.85,5624.44,5497.7,5592.09,2922383,5580.77,-11.32,VWAP reference for TCA analysis
ES,2024-11-03,5725.69,5789.23,5644.85,5717.87,2642423,5719.41,1.54,VWAP reference for TCA analysis
ES,2024-11-24,5234.37,5332.0,5176.85,5178.48,3486893,5230.42,51.94,VWAP reference for TCA analysis
YM,2024-11-23,5199.79,5224.76,5104.86,5183.37,4098125,5178.19,-5.18,VWAP reference for TCA analysis
NQ,2024-11-01,5591.21,5609.97,5522.64,5543.84,4639895,5566.91,23.07,VWAP reference for TCA analysis
ES,2024-11-07,5765.81,5848.16,5715.28,5817.81,494085,5786.77,-31.04,VWAP reference for TCA analysis
RTY,2024-11-07,4481.12,4504.58,4442.18,4473.8,3726900,4475.42,1.62,VWAP reference for TCA analysis
ES,2024-11-16,5755.62,5825.94,5748.44,5800.64,1233368,5782.66,-17.98,VWAP reference for TCA analysis
RTY,2024-11-26,5178.34,5198.85,5167.87,5194.32,3265135,5184.85,-9.47,VWAP reference for TCA analysis
YM,2024-11-15,4800.38,4839.06,4786.23,4790.28,1404905,4803.99,13.71,VWAP reference for TCA analysis
RTY,2024-11-22,5803.32,5851.96,5797.46,5811.43,3263725,5816.04,4.61,VWAP reference for TCA analysis
NQ,2024-11-13,5483.94,5581.52,5380.62,5489.03,2947673,5483.78,-5.25,VWAP reference for TCA analysis
NQ,2024-11-06,4961.69,5041.7,4955.41,4986.45,2481427,4986.31,-0.14,VWAP reference for TCA analysis
YM,2024-11-02,4564.82,4573.22,4476.23,4564.45,4235128,4544.68,-19.77,VWAP reference for TCA analysis
NQ,2024-11-27,4791.2,4828.15,4721.33,4817.58,998993,4789.56,-28.02,VWAP reference for TCA analysis
YM,2024-11-23,4855.78,4887.21,4845.7,4853.31,2776122,4860.5,7.19,VWAP reference for TCA analysis
